RREP
PARAMETERS,
window_size, threshold_L, threshold_H, p_t_ini, e_ini, size_ratio, subs_NOx, min_packages, max_packages,
60,80000,100000,100000,4000,4,9000,1,20,
ALL SIMULATION RESULTS,
total_steps(sec), minutes, avg_time_per_package (sec), p_t_total_all_steps, e_t_total_all_steps, p_t_control_zone_all_steps,  e_t_control_zone_all_steps, avg_k_all_steps, veh_enter_cz_all_steps, not_veh_enter_cz_all_steps, avg_total_time_all_steps
5673,95.0,1591.889021809147,620457108.6906866,14999455.308513151,11617987.17567359,679188.7602108067,33.448520826480355,452,574,1602.8606237816764
WINDOWS,
step, NOx_total_w, NOx_total_acum, lambda, p_t_total, e_t_total, p_t_control_zone, e_t_control_zone, k_control_zone, num_veh_total, num_vehicles_control_zone,  
2220,280190.1942293516,5993076.442590748,1.1350311902650292,4827743.766472756,280190.1942293516,122944.5058917979,0.0,0,437,28,
2280,276829.7310001098,6269906.173590858,1.0225817290609733,5067760.555226671,276829.7310001098,113741.27033024914,0.0,0,437,19,
2340,277145.1477503493,6547051.321341207,1.0569177451729783,5306856.664150793,277145.1477503493,104229.01062369233,0.0,0,448,19,
2400,272712.9263468153,6819764.247688022,0.8743625063578871,5548092.540268725,272712.9263468153,96359.74806647135,0.0,0,452,17,
2460,272073.3011725287,7091837.548860551,1.197017364870426,5777073.216305918,272073.3011725287,85792.67238908341,206.08060644588872,0.18201259667643244,464,29,
2520,277497.35472637217,7369334.903586923,1.1439786115181159,6013387.341017638,277497.35472637217,76505.4816027981,1008.6167173777293,0.7103663805458295,453,40,
2580,277045.4218855064,7646380.325472429,0.8483559839223226,6259891.947481941,277045.4218855064,71702.2249648311,2831.9472173338954,1,463,64,
2640,281355.1615316451,7927735.487004074,0.9330780741440516,6507656.298344401,281355.1615316451,67792.16797534373,4487.645677809092,1,461,71,
2700,287620.4491813139,8215355.936185388,1.0885937630333073,6756087.372056515,287620.4491813139,75116.49170508664,17121.66759704266,1,461,89,
2760,266585.6594539672,8481941.595639355,1.084476707878112,6983631.870026871,266585.6594539672,83899.16984639897,18542.96851221535,1,448,102,
2820,255493.37756417305,8737434.973203529,1.174576234719784,7196840.503141131,255493.37756417305,95537.45952958598,22209.475795665057,0.8050415076800513,447,107,
2880,263444.2678310585,9000879.241034588,0.9688427999845661,7425406.430172745,263444.2678310585,112298.16463983126,25480.290310106375,0.22312702352070118,460,114,
2940,280030.4906942091,9280909.731728798,1.1320142773097308,7664684.406883804,280030.4906942091,129564.95476733746,27454.91862329377,0,469,111,
3000,288258.30131949397,9569168.033048293,1.0681222265656283,7914490.308046935,288258.30131949397,143984.77133296544,24032.9166047186,0,474,95,
3060,296754.83227519767,9865922.86532349,0.9213474043731671,8178076.633764699,296754.83227519767,155463.63340130408,19770.98870769714,0,487,84,
3120,300624.3617803611,10166547.22710385,1.0350322424574239,8441439.834816592,300624.3617803611,153761.80218162268,7613.458962435433,0,494,59,
3180,286323.5493462978,10452870.776450148,1.1529916003327432,8686255.686550912,286323.5493462978,149366.0427295075,5981.164950879483,0,487,41,
3240,235653.22234559612,10688523.998795744,1.1384789673713251,8880923.66607114,235653.22234559612,140877.62758688856,1757.8955637229813,0,495,38,
3300,222218.30772887243,10910742.306524616,1.00211352823184,9067065.886783665,222218.30772887243,132313.76268444306,455.1568516410872,0,485,22,
3360,205828.45999494917,11116570.766519565,1.0356009031930207,9235612.714263666,205828.45999494917,123348.11278344132,354.7582277354489,0,478,19,
3420,203542.49787178743,11320113.264391353,0.8138103320605367,9409858.040181275,203542.49787178743,116023.8197948965,0.0,0,470,14,
3480,194997.122260506,11515110.386651859,0.8970959894172271,9572559.70682276,194997.122260506,107949.95589014146,0.0,0,460,16,
3540,179285.15231840144,11694395.53897026,1.118961699021721,9711562.23797638,179285.15231840144,97879.30059894596,0.0,0,445,16,
3600,168360.7869175164,11862756.325887777,0.9657255997203097,9845156.903303966,168360.7869175164,89348.53508343776,160.7648819745771,0.10603497005270184,438,23,
3660,160724.3573638359,12023480.683251612,0.8692029606316204,9974589.954085063,160724.3573638359,82471.27611561604,945.5676778628747,0.5325732458281119,409,38,
3720,158891.4834459772,12182372.16669759,1.0195195045552612,10096778.735367052,158891.4834459772,75495.32357091038,2199.7229962916967,0.8764361942191979,396,50,
3780,151302.31552320466,12333674.482220795,1.0812163048262526,10209157.263916513,151302.31552320466,73555.70373076825,7791.326903294145,1,372,84,
3840,150420.99103022192,12484095.473251017,1.069794332200931,10321065.658987502,150420.99103022192,82882.61189961569,18955.05715865582,1,364,106,
3900,153451.88699130798,12637547.360242324,0.9498812082006561,10440321.822483584,153451.88699130798,98128.87217726208,23795.191151452294,0.8558694050192156,362,119,
3960,149942.28899434803,12787489.649236672,0.9755846520178253,10555143.064005291,149942.28899434803,113468.4172421311,24119.806933029435,0.09355639113689612,358,134,
4020,151297.61246341292,12938787.261700084,1.0033705952999927,10670319.335037904,151297.61246341292,126811.14279770078,22373.06091326961,0,356,130,
4080,156506.55118736517,13095293.812887449,1.1113770460000583,10786816.312569266,156506.55118736517,141799.35564763867,24990.606263938404,0,354,130,
4140,154320.9255771618,13249614.73846461,1.008375367045258,10904835.7249328,154320.9255771618,156039.93185465617,23315.95451042481,0,351,112,
4200,153290.64294337985,13402905.381407991,0.9573020379856905,11023663.494508695,153290.64294337985,167662.4827934383,20238.269280653363,0,348,102,
4260,152606.81104607668,13555512.192454068,0.9958774081849033,11140418.718860116,152606.81104607668,172415.71784973107,13716.131729956882,0,345,96,
4320,157846.3526421319,13713358.5450962,0.8118299855867629,11269039.192021124,157846.3526421319,166825.22752203475,1715.9795425845314,0,333,42,
4380,153749.39111536788,13867107.936211567,0.8173949161426111,11393362.366155358,153749.39111536788,160388.90481151716,920.231534765912,0,312,23,
4440,148661.86144759096,14015769.797659159,1.0813528354415345,11503095.525527054,148661.86144759096,150724.1037968262,67.3745042828553,0,303,9,
4500,142636.01876095045,14158405.81642011,1.1932750869238695,11602773.641158747,142636.01876095045,139984.62801451137,0.0,0,271,2,
4560,138387.68885591303,14296793.505276022,1.037273492152023,11703819.484297186,138387.68885591303,130649.16658514316,0.0,0,257,2,
4620,129150.24855876416,14425943.753834786,0.9574398745511656,11798501.897372108,129150.24855876416,122032.20771418267,0.0,0,243,1,
4680,124069.27520277214,14550013.029037558,0.8681396787422726,11891318.144140158,124069.27520277214,114218.95060550222,0,0,214,0,
4740,107508.84863484769,14657521.877672406,1.0008954233733933,11962794.757533563,107508.84863484769,105210.89179514168,0,0,157,0,
4800,80258.02581577381,14737779.90348818,1.1928306550154137,12000110.879768781,80258.02581577381,94475.41590000296,0,0,90,0,
4860,48998.87430214843,14786778.777790328,1.1082092559323202,12009214.220857367,48998.87430214843,84501.53259661209,0,0.27622920499985193,62,0,
4920,45216.618136387464,14831995.395926716,1.0158469793799114,12017860.347736077,45216.618136387464,75358.90978219289,0,0.7749233701693956,57,0,
4980,40184.887721210674,14872180.283647927,1.1441159115682198,12016857.062640833,40184.887721210674,65061.86657807891,0,1,54,0,
5040,34882.48418625451,14907062.767834181,0.8928704512252058,12019596.210582979,34882.48418625451,57026.03251705206,0,1,47,0,
5100,28072.922535175858,14935135.690369356,1.005508665275055,12011470.821168253,28072.922535175858,47976.454529576564,0,1,35,0,
5160,18381.728404106863,14953517.418773463,1.1809869553073078,11987337.019181296,18381.728404106863,37347.571931810795,0,1,33,0,
5220,18062.668258241083,14971580.087031703,1.0311179231204812,11968279.442207199,18062.668258241083,28067.510623726463,0,1,23,0,
5280,13542.725487589754,14985122.812519293,0.9836526927642674,11946410.670755275,13542.725487589754,19214.636388848056,0,1,18,0,
5340,7887.24160895109,14993010.054128245,0.9077117909765685,11921620.287889069,7887.24160895109,11045.230270058939,0,1,12,0,
5400,4207.194866529626,14997217.248994773,1.0191985237864996,11889136.335899284,4207.194866529626,1872.4435559804424,0,1,8,0,
5460,598.2522988660759,14997815.501293639,1.1828465125840908,11847152.113745123,598.2522988660759,0,0,1,5,0,
5520,559.0374900309913,14998374.53878367,0.8022836517801573,11818828.939771067,559.0374900309913,0,0,1,5,0,
5580,550.3667677276537,14998924.905551396,1.1134620930461558,11779294.671189133,550.3667677276537,0,0,1,5,0,
5640,530.402961755502,14999455.308513151,1.1281943647701929,11739210.07701916,530.402961755502,0,0,1,5,0,
VEHICLES,
id, vType, NOx_total_veh, n_packages, step_ini, step_fin, total_time(sec),average_package,enter_cz,
veh0,gasolineEuroSix,548.0576703342448,5,2,1135,1133,226.6,True,
veh1,highEmissions,752.1180770816345,19,5,1281,1276,67.15789473684211,True,
veh2,hovDieselEuroSix,3456.2550092308998,3,8,1283,1275,425.0,True,
veh3,highEmissions,987.9749345762727,9,11,1284,1273,141.44444444444446,True,
veh4,eVehicle,0.0,4,16,1173,1157,289.25,True,
veh5,eVehicle,0.0,16,20,1476,1456,91.0,True,
veh6,highEmissions,670.9057391938854,15,23,1163,1140,76.0,True,
veh7,highEmissions,781.0907306062455,16,26,1382,1356,84.75,True,
veh8,normalVehicle,889.1940896582408,13,33,1312,1279,98.38461538461539,True,
veh9,normalVehicle,954.0198058936908,7,36,1438,1402,200.28571428571428,True,
veh10,normalVehicle,1182.972590296823,4,48,1440,1392,348.0,True,
veh11,eVehicle,0.0,16,52,1478,1426,89.125,True,
veh12,hovDieselEuroSix,3476.1154307764536,1,62,1383,1321,1321.0,True,
veh13,highEmissions,1034.1802399464605,13,65,1385,1320,101.53846153846153,True,
veh14,dieselEuroSix,4455.48167436127,14,72,1313,1241,88.64285714285714,True,
veh15,dieselEuroSix,3821.808875797634,20,74,1367,1293,64.65,True,
veh16,gasolineEuroSix,576.1443710318255,1,80,1448,1368,1368.0,True,
veh17,hovDieselEuroSix,3553.1082918556594,15,83,1450,1367,91.13333333333334,True,
veh18,normalVehicle,1207.7849261635556,9,83,1441,1358,150.88888888888889,True,
veh19,eVehicle,0.0,8,85,1112,1027,128.375,True,
veh20,gasolineEuroSix,751.7761071123356,19,86,1443,1357,71.42105263157895,True,
veh21,normalVehicle,1465.734319422943,4,89,1445,1356,339.0,True,
veh22,normalVehicle,875.9066585179014,11,92,1316,1224,111.27272727272727,True,
veh23,eVehicle,0.0,1,95,1443,1348,1348.0,True,
veh24,eVehicle,0.0,1,108,1569,1461,1461.0,True,
veh25,eVehicle,0.0,1,109,1485,1376,1376.0,True,
veh26,truck,109285.57328418018,18,112,1486,1374,76.33333333333333,True,
veh27,truck,132090.4191073149,1,112,1447,1335,1335.0,True,
veh28,normalVehicle,1245.4937348520964,13,118,1488,1370,105.38461538461539,True,
veh29,eVehicle,0.0,7,125,1452,1327,189.57142857142858,True,
veh30,normalVehicle,1259.2231200594276,14,135,1453,1318,94.14285714285714,True,
veh31,highEmissions,1114.9856188535114,1,136,1490,1354,1354.0,True,
veh32,gasolineEuroSix,551.3789179323014,17,148,1339,1191,70.05882352941177,True,
veh33,gasolineEuroSix,761.379136347406,8,151,1455,1304,163.0,True,
veh34,truck,112455.6659222225,15,153,1571,1418,94.53333333333333,True,
veh35,gasolineEuroSix,774.7341631826797,16,154,1492,1338,83.625,True,
veh36,dieselEuroSix,5276.767942581033,18,157,1572,1415,78.61111111111111,True,
veh37,truck,93957.04914596921,8,157,1369,1212,151.5,True,
veh38,eVehicle,0.0,12,160,1444,1284,107.0,True,
veh39,hovDieselEuroSix,2776.180459133604,8,163,1494,1331,166.375,True,
veh40,hovDieselEuroSix,3819.123891765538,8,164,1448,1284,160.5,True,
veh41,truck,128439.41171602081,15,172,1574,1402,93.46666666666667,True,
veh42,normalVehicle,1331.1046058927109,10,175,1450,1275,127.5,True,
veh43,truck,118091.1085193124,1,182,1452,1270,1270.0,True,
veh44,eVehicle,0.0,14,183,1457,1274,91.0,True,
veh45,normalVehicle,1426.2756537102819,18,186,1493,1307,72.61111111111111,True,
veh46,gasolineEuroSix,560.8394192282184,4,191,1389,1198,299.5,True,
veh47,truck,83357.29850860534,6,193,1432,1239,206.5,True,
veh48,eVehicle,0.0,10,194,1564,1370,137.0,True,
veh49,hovDieselEuroSix,2871.2672947171895,4,197,1611,1414,353.5,True,
veh50,highEmissions,814.9662307941288,11,202,1610,1408,128.0,True,
veh51,gasolineEuroSix,527.067996738008,17,203,1226,1023,60.1764705882353,True,
veh52,gasolineEuroSix,682.4345054557824,14,209,1611,1402,100.14285714285714,True,
veh53,normalVehicle,1278.5862804788344,17,210,1458,1248,73.41176470588235,True,
veh54,eVehicle,0.0,7,213,1576,1363,194.71428571428572,True,
veh55,highEmissions,1064.2454916329475,10,216,1578,1362,136.2,True,
veh56,eVehicle,0.0,10,216,1552,1336,133.6,True,
veh57,hovDieselEuroSix,3121.551818103373,19,228,1434,1206,63.473684210526315,True,
veh58,gasolineEuroSix,651.7357992830863,16,230,1454,1224,76.5,True,
veh59,normalVehicle,1298.1649522875678,17,233,1613,1380,81.17647058823529,True,
veh60,truck,105397.4087786333,13,237,1553,1316,101.23076923076923,True,
veh61,dieselEuroSix,3916.1929251105657,19,239,1304,1065,56.05263157894737,True,
veh62,eVehicle,0.0,2,242,1555,1313,656.5,True,
veh63,hovDieselEuroSix,2676.3820277080576,16,245,1453,1208,75.5,True,
veh64,normalVehicle,906.6036740619368,8,249,1525,1276,159.5,True,
veh65,eVehicle,0.0,13,264,1627,1363,104.84615384615384,True,
veh66,normalVehicle,899.8622041434865,14,269,1590,1321,94.35714285714286,True,
veh67,gasolineEuroSix,610.8243518234437,6,270,1613,1343,223.83333333333334,True,
veh68,normalVehicle,1187.3323808190348,12,271,1629,1358,113.16666666666667,True,
veh69,dieselEuroSix,5561.48682398645,18,272,1579,1307,72.61111111111111,True,
veh70,normalVehicle,1251.4364060906926,12,275,1581,1306,108.83333333333333,True,
veh71,hovDieselEuroSix,3269.940371647182,3,276,1557,1281,427.0,True,
veh72,dieselEuroSix,3881.637985441148,15,279,1554,1275,85.0,True,
veh73,truck,141948.2953658163,17,282,1947,1665,97.94117647058823,False,
veh74,gasolineEuroSix,609.3916637672523,4,284,1556,1272,318.0,True,
veh75,dieselEuroSix,4979.127990878342,6,287,1615,1328,221.33333333333334,True,
veh76,normalVehicle,1275.7830349553567,17,290,1583,1293,76.05882352941177,True,
veh77,normalVehicle,1238.8168799220282,13,292,1616,1324,101.84615384615384,True,
veh78,dieselEuroSix,4738.621833194459,12,296,1559,1263,105.25,True,
veh79,gasolineEuroSix,762.8358475241436,16,301,1618,1317,82.3125,True,
veh80,hovDieselEuroSix,3112.7733649530137,1,303,1495,1192,1192.0,True,
veh81,normalVehicle,1093.7539627299363,16,308,1557,1249,78.0625,True,
veh82,gasolineEuroSix,658.1687784962612,2,311,1559,1248,624.0,True,
veh83,hovDieselEuroSix,2799.0349038658587,10,314,1562,1248,124.8,True,
veh84,eVehicle,0.0,20,316,1620,1304,65.2,True,
veh85,normalVehicle,884.2913984139344,19,317,1540,1223,64.36842105263158,True,
veh87,eVehicle,0.0,19,319,1621,1302,68.52631578947368,True,
veh86,highEmissions,840.9176137392816,13,320,1542,1222,94.0,True,
veh88,normalVehicle,1055.0477036297539,6,321,1591,1270,211.66666666666666,True,
veh89,gasolineEuroSix,535.6491687015705,6,327,1497,1170,195.0,True,
veh90,normalVehicle,843.3632624530021,17,330,1502,1172,68.94117647058823,True,
veh91,truck,133827.67989872122,8,334,2078,1744,218.0,False,
veh92,truck,134108.82913900423,1,338,2128,1790,1790.0,False,
veh93,highEmissions,1059.9696553393965,7,339,2133,1794,256.2857142857143,False,
veh94,eVehicle,0.0,18,340,1630,1290,71.66666666666667,True,
veh95,truck,145494.0952879725,18,344,2014,1670,92.77777777777777,False,
veh96,truck,130892.10443121969,8,345,1990,1645,205.625,False,
veh97,eVehicle,0.0,13,353,1675,1322,101.6923076923077,True,
veh98,hovDieselEuroSix,4469.151090893728,17,357,1992,1635,96.17647058823529,False,
veh99,eVehicle,0.0,12,360,1564,1204,100.33333333333333,True,
veh100,highEmissions,959.4239286383607,19,365,1907,1542,81.15789473684211,False,
veh101,dieselEuroSix,5677.665191071214,12,370,2105,1735,144.58333333333334,False,
veh103,highEmissions,1134.4276365572412,15,372,2135,1763,117.53333333333333,False,
veh102,hovDieselEuroSix,4308.569212342169,9,373,2107,1734,192.66666666666666,False,
veh104,dieselEuroSix,5544.915900254266,18,374,2214,1840,102.22222222222223,False,
veh105,normalVehicle,1658.7268508170898,20,376,2137,1761,88.05,False,
veh106,truck,129692.47339331264,1,379,2000,1621,1621.0,False,
veh107,dieselEuroSix,5334.98714484197,13,391,1972,1581,121.61538461538461,False,
veh108,eVehicle,0.0,17,393,1623,1230,72.3529411764706,True,
veh109,dieselEuroSix,5341.568572075028,5,394,2107,1713,342.6,False,
veh110,dieselEuroSix,5359.638942978935,17,397,2167,1770,104.11764705882354,False,
veh111,highEmissions,1121.572806619913,18,397,2298,1901,105.61111111111111,False,
veh112,dieselEuroSix,5694.217341320826,7,401,1913,1512,216.0,False,
veh113,hovDieselEuroSix,3986.97813116505,14,404,2052,1648,117.71428571428571,False,
veh114,gasolineEuroSix,992.6617853600225,2,405,2138,1733,866.5,False,
veh115,dieselEuroSix,5378.917961747078,16,415,2194,1779,111.1875,False,
veh116,gasolineEuroSix,895.9824107351774,12,422,2054,1632,136.0,False,
veh117,hovDieselEuroSix,3777.065567972994,19,425,2060,1635,86.05263157894737,False,
veh118,gasolineEuroSix,774.6389122064194,18,428,2084,1656,92.0,False,
veh119,normalVehicle,1544.7506672932016,7,430,2196,1766,252.28571428571428,False,
veh120,highEmissions,1044.4376111433617,17,432,2175,1743,102.52941176470588,False,
veh121,truck,176119.5400553948,14,435,2198,1763,125.92857142857143,False,
veh122,dieselEuroSix,5411.058796410711,16,437,2033,1596,99.75,False,
veh123,normalVehicle,1484.2177872787786,12,440,2169,1729,144.08333333333334,False,
veh124,eVehicle,0.0,14,444,1593,1149,82.07142857142857,True,
veh125,eVehicle,0.0,12,446,1544,1098,91.5,True,
veh126,truck,181839.27450721333,1,452,2199,1747,1747.0,False,
veh127,eVehicle,0.0,18,466,1932,1466,81.44444444444444,True,
veh128,hovDieselEuroSix,4766.3540760292235,18,469,2300,1831,101.72222222222223,False,
veh129,gasolineEuroSix,868.0229121847465,20,473,2177,1704,85.2,False,
veh130,normalVehicle,1485.189635509748,20,474,2170,1696,84.8,False,
veh131,gasolineEuroSix,841.5430576116053,11,477,2091,1614,146.72727272727272,False,
veh132,normalVehicle,1234.3388803572093,15,480,2190,1710,114.0,False,
veh133,hovDieselEuroSix,3926.006703473429,20,480,2090,1610,80.5,False,
veh134,hovDieselEuroSix,5245.216012173338,1,482,2172,1690,1690.0,False,
veh135,gasolineEuroSix,838.428758420323,8,498,2216,1718,214.75,False,
veh136,hovDieselEuroSix,5054.254049359604,6,501,2218,1717,286.1666666666667,False,
veh137,highEmissions,1118.473096956057,18,503,2174,1671,92.83333333333333,False,
veh138,gasolineEuroSix,784.2284494726806,19,506,2151,1645,86.57894736842105,False,
veh139,truck,144278.98628116565,6,517,2220,1703,283.8333333333333,False,
veh140,dieselEuroSix,6667.653581461465,3,518,2191,1673,557.6666666666666,False,
veh141,eVehicle,0.0,18,520,1577,1057,58.72222222222222,True,
veh142,normalVehicle,1253.5394890222308,9,523,2278,1755,195.0,False,
veh143,eVehicle,0.0,2,536,1602,1066,533.0,True,
veh144,normalVehicle,1446.729654605469,3,537,2807,2270,756.6666666666666,False,
veh145,eVehicle,0.0,3,544,1632,1088,362.6666666666667,True,
veh146,hovDieselEuroSix,4394.250204686835,1,547,2475,1928,1928.0,False,
veh147,dieselEuroSix,5901.492155995479,15,549,2201,1652,110.13333333333334,False,
veh148,gasolineEuroSix,824.2344175231192,1,558,2280,1722,1722.0,False,
veh149,hovDieselEuroSix,4174.5491092113325,9,562,2176,1614,179.33333333333334,False,
veh150,dieselEuroSix,5421.825000670657,8,563,2269,1706,213.25,False,
veh151,eVehicle,0.0,9,568,1757,1189,132.11111111111111,True,
veh152,gasolineEuroSix,883.5761874085381,4,571,2221,1650,412.5,False,
veh153,gasolineEuroSix,772.880104267739,20,579,2351,1772,88.6,False,
veh154,hovDieselEuroSix,4668.154705177361,6,591,2223,1632,272.0,False,
veh155,hovDieselEuroSix,5411.223377343479,12,597,2809,2212,184.33333333333334,False,
veh156,normalVehicle,1618.2793797636577,10,598,2355,1757,175.7,False,
veh157,hovDieselEuroSix,4771.47662344564,3,599,2225,1626,542.0,False,
veh158,gasolineEuroSix,841.6270169715006,6,601,2477,1876,312.6666666666667,False,
veh159,eVehicle,0.0,6,602,1641,1039,173.16666666666666,True,
veh160,eVehicle,0.0,9,606,1972,1366,151.77777777777777,True,
veh161,eVehicle,0.0,17,609,1974,1365,80.29411764705883,True,
veh162,eVehicle,0.0,6,609,1815,1206,201.0,True,
veh163,normalVehicle,1380.1513134448644,9,612,2178,1566,174.0,False,
veh164,highEmissions,1069.5572464009656,10,615,2207,1592,159.2,False,
veh165,eVehicle,0.0,15,616,1925,1309,87.26666666666667,True,
veh166,normalVehicle,1247.7952478922616,11,629,2258,1629,148.0909090909091,False,
veh167,dieselEuroSix,5917.796663723875,16,630,2280,1650,103.125,False,
veh168,hovDieselEuroSix,5820.768957764495,16,635,2811,2176,136.0,False,
veh169,eVehicle,0.0,4,639,1911,1272,318.0,True,
veh170,highEmissions,1369.7933702103032,1,642,2479,1837,1837.0,False,
veh171,dieselEuroSix,5405.384179804491,10,643,2479,1836,183.6,False,
veh172,eVehicle,0.0,13,647,1990,1343,103.3076923076923,True,
veh173,eVehicle,0.0,11,654,1759,1105,100.45454545454545,True,
veh174,eVehicle,0.0,14,657,1927,1270,90.71428571428571,True,
veh175,dieselEuroSix,5332.945709706919,7,659,2450,1791,255.85714285714286,False,
veh176,normalVehicle,1402.9517468182141,9,661,2260,1599,177.66666666666666,False,
veh177,gasolineEuroSix,991.1687520861439,4,664,2480,1816,454.0,False,
veh178,highEmissions,1141.3407443403423,9,666,2261,1595,177.22222222222223,False,
veh179,hovDieselEuroSix,4946.00906774447,17,671,2481,1810,106.47058823529412,False,
veh180,gasolineEuroSix,888.5843864862312,7,672,2263,1591,227.28571428571428,False,
veh181,eVehicle,0.0,20,676,1838,1162,58.1,True,
veh182,highEmissions,1430.7066129547582,14,680,2482,1802,128.71428571428572,False,
veh183,gasolineEuroSix,994.7470357814733,1,681,2598,1917,1917.0,False,
