BASELINE, 
PARAMETERS,
window_size, threshold_L, threshold_H, alpha_ini, p_t_ini, min_packages, max_packages,
60,50000,100000,0.5,75,5,10,
WINDOWS,
step, NOx_total_w, NOx_total_acum, alpha, lambda, p_t_total, e_t_total, p_t_control_zone, e_t_control_zone, k_control_zone, num_veh_total, num_vehicles_control_zone,  
0,75,75,0.5,0.8,75,75,75,75,1,0,0,
60,444.0395844905346,519.0395844905346,0.5,0.930269622669497,0,444.0395844905346,0,0,1,12,0,
120,3296.1674042257464,3815.206988716281,0.5,0.9820237991389138,0,3296.1674042257464,0,0,1,29,0,
180,18228.77521363398,22043.98220235026,0.5,0.8822908899899152,0,18228.77521363398,0,0,1,43,0,
240,33163.428980170305,55207.41118252056,0.5273720189655087,1.0547440379310173,0,33163.428980170305,0,0,1,62,0,
300,40036.54445425511,95243.95563677567,0.5,0.9474550772997652,0,40036.54445425511,0,0,1,79,0,
360,50630.23790971128,145874.19354648696,0.5,0.9467077670556451,0,50630.23790971128,0,0,1,100,0,
420,59717.472735159165,205591.66628164612,0.5686120406180297,1.1372240812360594,0,59717.472735159165,0,33.8664535727454,1,116,3,
480,71347.23976307326,276938.9060447194,0.5,0.8615559639417109,0,71347.23976307326,0,289.98680072371195,1,134,10,
540,79374.72419405016,356313.6302387696,0.5641645742145914,1.1283291484291829,0,79374.72419405016,0,4584.094078525474,1,145,23,
600,82558.01344245275,438871.64368122234,0.6335269446518951,1.1229470505727293,0,82558.01344245275,0,16720.835598907597,1,158,46,
660,81952.86072476643,520824.5044059888,0.6299824522757401,0.9944051434495773,0,81952.86072476643,3613.8679175938087,33446.022221081126,1,176,57,
720,85025.87630275014,605850.3807087389,0.7030224011782835,1.1159396561581911,0,85025.87630275014,10202.96266923492,40067.28443638684,1,199,85,
780,96619.63472828246,702470.0154370214,0.7720948824348192,1.0982507543725042,0,96619.63472828246,34478.35440603822,57222.914367978425,1,213,103,
840,101869.86156915425,804339.8770061757,0.6812494626215774,0.8823390468192736,0,101869.86156915425,77100.83763667641,69092.65463521639,1,229,120,
900,128977.75739254594,933317.6343987216,0.6662236055293989,0.9779436786131821,0,128977.75739254594,130168.70202303979,82406.17474475886,0.4579832472664717,247,117,
960,132830.46817910502,1066148.1025778267,0.6222609361808381,0.9340121409933729,0,132830.46817910502,182413.7140534143,80265.3762601757,0,266,112,
1020,145973.77747037567,1212121.8800482024,0.6911112565941667,1.1106454164323754,0,145973.77747037567,216577.2514842636,67482.89992382057,0,284,103,
1080,152059.2990113289,1364181.1790595313,0.610936698916592,0.8839918219930619,0,152059.2990113289,241921.08011622334,51863.58329175159,0,299,80,
1140,163192.94803152094,1527374.1270910522,0.5174681336480725,0.8470077743990949,0,163192.94803152094,254946.07382361795,38435.226939367465,0,314,70,
1200,170922.97520432938,1698297.1022953817,0.5,0.8789050935162822,0,170922.97520432938,239872.8625833649,11293.941565235436,0,329,46,
1260,188245.77325389365,1886542.8755492754,0.5353878136359265,1.070775627271853,0,188245.77325389365,208870.52334498326,1120.929579773957,0,351,19,
1320,204060.51957865298,2090603.3951279284,0.6146790644129234,1.148100589437242,0,204060.51957865298,174452.81311589462,25.3074540286107,0,364,1,
1380,209836.8325825101,2300440.2277104384,0.6329679621758006,1.0297535719397648,0,209836.8325825101,143560.20595770166,0,0,376,0,
1440,220690.3125936344,2521130.5403040727,0.7264458969772123,1.1476819371395752,0,220690.3125936344,109129.7478435144,0,0,387,0,
1500,226611.8215858221,2747742.3618898946,0.6153919806845056,0.8471270651333993,0,226611.8215858221,83715.93588951242,0,0,366,0,
1560,231305.63423037497,2979047.9961202694,0.6067009959463393,0.9858773188293757,0,231305.63423037497,54139.61632463115,0,0.3256812822097517,374,0,
1620,241354.66177206047,3220402.65789233,0.5614419013243712,0.9254013180720556,0,241354.66177206047,26377.57678246948,0,0.9172076735073771,348,0,
1680,225866.4791914205,3446269.1370837507,0.581949493847009,1.0365266512425648,0,225866.4791914205,3471.3932210889543,8189.615975896416,1,356,48,
1740,234674.07195246738,3680943.209036218,0.6471378609989985,1.1120172245894713,0,234674.07195246738,14159.927886306337,44049.051402901525,1,359,106,
1800,241524.65870929716,3922467.867745515,0.5733777052816638,0.8860209544787414,0,241524.65870929716,60505.348179629415,72926.04892768532,1,375,151,
1860,265524.88989255513,4187992.7576380703,0.5901788704472343,1.0293020900722276,0,265524.88989255513,126631.49450111737,97005.20902365478,0.7898930364074117,389,153,
1920,262322.24339887983,4450315.00103695,0.5463976449186534,0.9258170230740324,0,262322.24339887983,197333.5954350367,98476.6116261403,0,404,153,
1980,263873.0100149638,4714188.011051914,0.5618870560673894,1.0283482392224477,0,263873.0100149638,262115.8141999695,95632.66594160623,0,409,151,
2040,256434.4092314459,4970622.4202833595,0.5,0.8233761181976021,9421.573772165255,256434.4092314459,319999.233834038,82584.7031799966,0,409,141,
2100,253307.85634566387,5223930.276629023,0.5,0.8385181911289519,11173.972779143573,253307.85634566387,370571.82950931747,75728.14140914797,0,414,108,
2160,248994.87024862395,5472925.146877647,0.5528240811876858,1.1056481623753716,0,248994.87024862395,380601.96267297387,43199.57803491754,0,431,84,
2220,250907.58472689375,5723832.731604541,0.618942706639,1.11960156531037,0,250907.58472689375,372351.3225871205,25337.406873457767,0,436,45,
