noControl
PARAMETERS,
window_size, threshold_L, threshold_H, p_t_ini, min_packages, max_packages,
60,80000,100000,100000,1,20,
WINDOWS,
step, NOx_total_w, NOx_total_acum, lambda, p_t_total, e_t_total, p_t_control_zone, e_t_control_zone, k_control_zone, num_veh_total, num_vehicles_control_zone,  
1980,200882.9355712773,4129342.3381897323,0.8875124149350755,3102371.3818338364,200882.9355712773,1277690.7892126339,113039.40843151117,1,355,147,
2040,199761.92260295094,4329104.260792683,0.9838413862950934,3266715.014530164,199761.92260295094,1391761.3901342577,122925.17339827988,1,358,147,
2100,210356.34826951884,4539460.609062201,0.9159126458361943,3444098.50754958,210356.34826951884,1507295.0932626256,123776.91694089366,1,374,151,
2160,210053.64655359506,4749514.255615796,0.8085958821063636,3625042.702347346,210053.64655359506,1606949.3850155356,106931.65469186718,1,371,146,
2220,199925.7538380095,4949440.009453805,1.1350311902650292,3784107.3333358145,199925.7538380095,1691180.3867053257,94446.28240217519,1,357,136,
2280,203873.12393865676,5153313.133392462,1.0225817290609733,3951167.5150282765,203873.12393865676,1758226.195448281,76249.04430450409,1,344,126,
2340,196851.8805193762,5350165.013911838,1.0569177451729783,4109970.3567214254,196851.8805193762,1810613.4020876011,61899.46634587693,1,351,123,
2400,201543.2023984077,5551708.216310245,0.8743625063578871,4280036.508890949,201543.2023984077,1852050.543957627,49306.404427246605,1,355,121,
2460,205105.67586559677,5756813.892175842,1.197017364870426,4442049.559621211,205105.67586559677,1881265.3713352645,39987.98366147151,1,360,122,
2520,205445.73803360137,5962259.630209443,1.1439786115181159,4606312.06764016,205445.73803360137,1901552.4645831343,30582.900751532852,1,366,128,
2580,207729.7983339182,6169989.428543361,0.8483559839223226,4783501.050552875,207729.7983339182,1926461.971084795,32544.710356961525,1,359,141,
2640,184792.85557861507,6354782.284121976,0.9330780741440516,4934703.095462305,184792.85557861507,1945569.7752812633,27505.506863764767,1,355,132,
2700,144304.74998208403,6499087.03410406,1.0885937630333073,5039818.469975189,144304.74998208403,1971156.4959413686,35384.06452740513,1,335,128,
2760,123886.71685820773,6622973.750962269,1.084476707878112,5124664.025349786,123886.71685820773,1988312.5303126243,26916.32474215859,1,335,133,
2820,114827.90979548743,6737801.660757756,1.174576234719784,5197207.19069536,114827.90979548743,2009413.0896625246,31671.745462378374,1,339,127,
2880,114188.255424496,6851989.916182252,0.9688427999845661,5276517.105320412,114188.255424496,2035856.8506696646,35163.34620700112,1,349,125,
2940,127317.32945468389,6979307.245636935,1.1320142773097308,5363081.920791945,127317.32945468389,2068405.4565091943,42736.73433531726,1,356,140,
3000,123616.78092983273,7102924.026566768,1.0681222265656283,5448246.301565415,123616.78092983273,2098908.490487197,40116.13401709289,1,367,131,
3060,128422.69032226308,7231346.716889031,0.9213474043731671,5543500.4853302445,128422.69032226308,2125745.27387139,35128.91002355207,1,369,136,
3120,130399.87167883744,7361746.588567869,1.0350322424574239,5636639.1962806145,130399.87167883744,2143522.856356449,27092.87266717575,1,370,117,
3180,128361.52262866274,7490108.111196532,1.1529916003327432,5723493.021297298,128361.52262866274,2165607.8470199294,32461.915066474885,1,372,124,
3240,134402.29730249854,7624510.40849903,1.1384789673713251,5816910.075774429,134402.29730249854,2190483.7050876818,35122.16877409444,1,383,133,
3300,124491.73354355036,7749002.142042581,1.00211352823184,5905325.722301634,124491.73354355036,2212895.5305963866,31430.84726279154,1,391,130,
3360,135855.85432325487,7884857.996365836,1.0356009031930207,6003899.94410994,135855.85432325487,2244632.0326358126,41056.91016816322,1,400,148,
3420,139612.44887198895,8024470.445237825,0.8138103320605367,6114215.22102775,139612.44887198895,2284773.0250527924,47465.28540552476,1,403,157,
3480,145677.67219452636,8170148.117432351,0.8970959894172271,6227597.437603256,145677.67219452636,2336852.196709674,60153.03556163649,1,396,155,
3540,136204.86053582677,8306352.977968178,1.118961699021721,6323519.6769743,136204.86053582677,2392616.283030725,65834.74161224689,1,406,144,
3600,140821.78993925313,8447174.767907431,0.9657255997203097,6429575.345323622,140821.78993925313,2449083.9500619494,65159.197428706946,1,412,160,
3660,136232.22945300204,8583406.997360433,0.8692029606316204,6534516.268193886,136232.22945300204,2503600.290526242,62339.16710997722,1,371,156,
3720,126602.68472641757,8710009.68208685,1.0195195045552612,6624416.250756314,126602.68472641757,2552095.6974224485,57671.08243720376,1,370,147,
3780,130154.4651026946,8840164.147189545,1.0812163048262526,6715646.928885264,130154.4651026946,2602372.1760741677,60007.425395155245,1,369,163,
3840,129825.78275679918,8969989.929946344,1.069794332200931,6806960.11568283,129825.78275679918,2653724.019394358,60979.992309998765,1,349,167,
3900,126291.5425905137,9096281.472536858,0.9498812082006561,6899055.93477812,126291.5425905137,2697814.174688158,52639.086167605856,1,328,168,
3960,117158.72063365046,9213440.193170508,0.9755846520178253,6981093.607939129,117158.72063365046,2737491.5986221028,48457.685802104876,1,311,175,
4020,112653.81667401802,9326094.009844527,1.0033705952999927,7057626.083182347,112653.81667401802,2772142.6225983105,43681.35933390762,1,295,162,
4080,109567.42256546418,9435661.43240999,1.1113770460000583,7127183.932091809,109567.42256546418,2809899.694803424,47759.465619114344,1,290,166,
4140,105537.55740134888,9541198.98981134,1.008375367045258,7196419.976279529,105537.55740134888,2846562.4752954054,45738.15879538852,1,262,147,
4200,101113.21822636908,9642312.20803771,0.9573020379856905,7263070.321138414,101113.21822636908,2875724.565327785,37777.808374250926,1,233,128,
4260,92590.33789820137,9734902.545935912,0.9958774081849033,7319809.072341958,92590.33789820137,2897218.607306407,30456.938652285746,1,214,122,
4320,76240.55513112624,9811143.101067038,0.8118299855867629,7366823.7479919605,76240.55513112624,2908198.1898283656,18286.05239223976,1,195,70,
4380,67238.88030604024,9878381.98137308,0.8173949161426111,7404636.411316866,67238.88030604024,2914362.3179266006,13520.682343518329,1,189,49,
4440,65599.83493280417,9943981.816305883,1.0813528354415345,7431307.544173775,65599.83493280417,2912104.145889927,7474.003482300197,1,180,36,
4500,51770.1232878312,9995751.939593714,1.1932750869238695,7440119.764332348,51770.1232878312,2902495.3225066373,1130.6523990249814,1,165,16,
4560,50212.65532434921,10045964.594918063,1.037273492152023,7452990.573939224,50212.65532434921,2894232.111282734,1072.250205465284,1,149,13,
4620,51780.607591096945,10097745.20250916,0.9574398745511656,7470303.346046479,51780.607591096945,2885877.6595908864,262.5071791125601,1,140,9,
4680,48512.95790294742,10146258.160412107,0.8681396787422726,7487563.275514705,48512.95790294742,2878064.402482206,0.0,1,114,1,
4740,30323.07188554765,10176581.232297655,1.0008954233733933,7481854.112158811,30323.07188554765,2869056.3436718453,0,1,90,0,
4800,22845.548618152145,10199426.780915808,1.1928306550154137,7461757.757196408,22845.548618152145,2858320.8677767063,0,1,49,0,
4860,12265.465372575876,10211692.246288383,1.1082092559323202,7434127.68935542,12265.465372575876,2848346.9844733155,0,1,30,0,
4920,5161.682871238189,10216853.92915962,1.0158469793799114,7402718.880968981,5161.682871238189,2839204.3616588963,0,1,13,0,
4980,1136.1241818670007,10217990.053341487,1.1441159115682198,7362666.832334392,1136.1241818670007,2828907.3184547825,0,1,13,0,
5040,1171.756316295146,10219161.809657782,0.8928704512252058,7331695.252406579,1171.756316295146,2820871.4843937554,0,1,13,0,
5100,1001.1800798510112,10220162.989737634,1.005508665275055,7296498.1205365285,1001.1800798510112,2811821.90640628,0,1,5,0,
5160,76.1576451539856,10220239.147382788,1.1809869553073078,7254058.747790619,76.1576451539856,2801193.0238085142,0,1,2,0,
VEHICLES,
id, vType, NOx_total_veh, n_packages, step_ini, step_fin, total_time(sec),average_package,enter_cz,
veh0,gasolineEuroSix,559.6832076338098,5,2,1138,1136,227.2,True,
veh1,highEmissions,744.8345838271251,19,5,1282,1277,67.21052631578948,True,
veh2,hovGasolinaEuroSix,3477.66787698071,3,8,1283,1275,425.0,True,
veh3,highEmissions,1011.7923044142232,9,11,1285,1274,141.55555555555554,True,
veh4,eVehicle,0.0,4,16,1171,1155,288.75,True,
veh5,eVehicle,0.0,16,20,1477,1457,91.0625,True,
veh6,highEmissions,690.9183374303491,15,23,1168,1145,76.33333333333333,True,
veh7,highEmissions,792.6883825955806,16,26,1381,1355,84.6875,True,
veh8,normalVehicle,894.054827947841,13,33,1314,1281,98.53846153846153,True,
veh9,normalVehicle,938.2546490290104,7,36,1438,1402,200.28571428571428,True,
veh10,normalVehicle,1188.8840941478418,4,48,1439,1391,347.75,True,
veh11,eVehicle,0.0,16,52,1478,1426,89.125,True,
veh12,hovGasolinaEuroSix,3463.7034023162396,1,62,1383,1321,1321.0,True,
veh13,highEmissions,1010.0845460974825,13,65,1384,1319,101.46153846153847,True,
veh14,dieselEuroSix,4296.294387908323,14,72,1315,1243,88.78571428571429,True,
veh15,dieselEuroSix,3835.0118081108376,20,74,1366,1292,64.6,True,
veh16,gasolineEuroSix,589.1104404570233,1,80,1451,1371,1371.0,True,
veh17,hovGasolinaEuroSix,3564.690348960862,15,83,1453,1370,91.33333333333333,True,
veh18,normalVehicle,1188.1565982989607,9,83,1441,1358,150.88888888888889,True,
veh19,eVehicle,0.0,8,85,1116,1031,128.875,True,
veh20,gasolineEuroSix,751.981985550136,19,86,1443,1357,71.42105263157895,True,
veh21,normalVehicle,1422.9496985021406,4,89,1444,1355,338.75,True,
veh22,normalVehicle,873.4675184409281,11,92,1316,1224,111.27272727272727,True,
veh23,eVehicle,0.0,1,95,1442,1347,1347.0,True,
veh24,eVehicle,0.0,1,108,1570,1462,1462.0,True,
veh25,eVehicle,0.0,1,109,1484,1375,1375.0,True,
veh26,truck,104094.1000855279,18,112,1485,1373,76.27777777777777,True,
veh27,truck,122528.42464559259,1,112,1446,1334,1334.0,True,
veh28,normalVehicle,1171.365760944435,13,118,1487,1369,105.3076923076923,True,
veh29,eVehicle,0.0,7,125,1455,1330,190.0,True,
veh30,normalVehicle,1290.7396248710102,14,135,1456,1321,94.35714285714286,True,
veh31,highEmissions,1078.3867750082354,1,136,1489,1353,1353.0,True,
veh32,gasolineEuroSix,555.4152478968241,17,148,1342,1194,70.23529411764706,True,
veh33,gasolineEuroSix,767.0414354755451,8,151,1458,1307,163.375,True,
veh34,truck,107360.8486913836,15,153,1572,1419,94.6,True,
veh35,gasolineEuroSix,775.1116279381115,16,154,1491,1337,83.5625,True,
veh37,truck,86107.01850713215,8,157,1368,1211,151.375,True,
veh36,dieselEuroSix,4975.5999762751435,18,157,1574,1417,78.72222222222223,True,
veh38,eVehicle,0.0,12,160,1444,1284,107.0,True,
veh39,hovGasolinaEuroSix,2808.0616270834494,8,163,1495,1332,166.5,True,
veh40,hovGasolinaEuroSix,3590.796352152063,8,164,1448,1284,160.5,True,
veh41,truck,116272.87075672783,15,172,1576,1404,93.6,True,
veh42,normalVehicle,1280.2786855114068,10,175,1450,1275,127.5,True,
veh43,truck,107589.55399888338,1,182,1452,1270,1270.0,True,
veh44,eVehicle,0.0,14,183,1460,1277,91.21428571428571,True,
veh45,normalVehicle,1414.6174717868028,18,186,1492,1306,72.55555555555556,True,
veh46,gasolineEuroSix,573.0032965593876,4,191,1401,1210,302.5,True,
veh47,truck,74820.99204776973,6,193,1421,1228,204.66666666666666,True,
veh48,eVehicle,0.0,10,194,1565,1371,137.1,True,
veh49,hovGasolinaEuroSix,2838.6225091764413,4,197,1613,1416,354.0,True,
veh50,highEmissions,853.8120409896169,11,202,1615,1413,128.45454545454547,True,
veh51,gasolineEuroSix,535.7221220837927,17,203,1240,1037,61.0,True,
veh52,gasolineEuroSix,700.9725034229905,14,209,1616,1407,100.5,True,
veh53,normalVehicle,1288.5715332944499,17,210,1461,1251,73.58823529411765,True,
veh54,eVehicle,0.0,7,213,1578,1365,195.0,True,
veh55,highEmissions,1056.6220231296393,10,216,1579,1363,136.3,True,
veh56,eVehicle,0.0,10,216,1576,1360,136.0,True,
veh57,hovGasolinaEuroSix,2987.941654124684,19,228,1423,1195,62.89473684210526,True,
veh58,gasolineEuroSix,614.6894342099616,16,230,1454,1224,76.5,True,
veh59,normalVehicle,1300.015289745048,17,233,1618,1385,81.47058823529412,True,
veh60,truck,99145.57559713963,13,237,1578,1341,103.15384615384616,True,
veh61,dieselEuroSix,4147.446452678707,19,239,1308,1069,56.26315789473684,True,
veh62,eVehicle,0.0,2,242,1580,1338,669.0,True,
veh63,hovGasolinaEuroSix,2719.7794481594487,16,245,1453,1208,75.5,True,
veh64,normalVehicle,898.8465939498296,8,249,1524,1275,159.375,True,
veh65,eVehicle,0.0,13,264,1629,1365,105.0,True,
veh66,normalVehicle,907.3091066501742,14,269,1592,1323,94.5,True,
veh67,gasolineEuroSix,606.0897271015743,6,270,1615,1345,224.16666666666666,True,
veh68,normalVehicle,1147.6028292799901,12,271,1631,1360,113.33333333333333,True,
veh69,dieselEuroSix,5354.129264955034,18,272,1581,1309,72.72222222222223,True,
veh70,normalVehicle,1243.56077456881,12,275,1583,1308,109.0,True,
veh71,hovGasolinaEuroSix,3523.2638191926244,3,276,1582,1306,435.3333333333333,True,
veh72,dieselEuroSix,3884.665246163557,15,279,1560,1281,85.4,True,
veh73,truck,94241.794775336,17,282,1593,1311,77.11764705882354,True,
veh74,gasolineEuroSix,606.3813413272411,4,284,1566,1282,320.5,True,
veh75,dieselEuroSix,5058.023804257245,6,287,1616,1329,221.5,True,
veh76,normalVehicle,1265.7214152976208,17,290,1584,1294,76.11764705882354,True,
veh77,normalVehicle,1236.3405393231194,13,292,1618,1326,102.0,True,
veh78,dieselEuroSix,5233.602827031643,12,296,1583,1287,107.25,True,
veh79,gasolineEuroSix,756.5080162694924,16,301,1620,1319,82.4375,True,
veh80,hovGasolinaEuroSix,2998.740604106826,1,303,1494,1191,1191.0,True,
veh81,normalVehicle,1088.7489799691639,16,308,1568,1260,78.75,True,
veh82,gasolineEuroSix,674.4767346777314,2,311,1570,1259,629.5,True,
veh83,hovGasolinaEuroSix,2949.9351359458446,10,314,1572,1258,125.8,True,
veh84,eVehicle,0.0,20,316,1621,1305,65.25,True,
veh85,normalVehicle,873.5712881177895,19,317,1539,1222,64.3157894736842,True,
veh87,eVehicle,0.0,19,319,1623,1304,68.63157894736842,True,
veh86,highEmissions,827.0093830556203,13,320,1541,1221,93.92307692307692,True,
veh88,normalVehicle,1032.8501304772162,6,321,1595,1274,212.33333333333334,True,
veh89,gasolineEuroSix,545.9413485650394,6,327,1496,1169,194.83333333333334,True,
veh90,normalVehicle,868.0178038651321,17,330,1503,1173,69.0,True,
veh91,truck,98047.42071762281,8,334,1625,1291,161.375,True,
veh92,truck,85959.73572283426,1,338,1627,1289,1289.0,True,
veh93,highEmissions,780.5150214727761,7,339,1647,1308,186.85714285714286,True,
veh94,eVehicle,0.0,18,340,1632,1292,71.77777777777777,True,
veh95,truck,88881.0390880455,18,344,1504,1160,64.44444444444444,True,
veh96,truck,97232.6319620892,8,345,1585,1240,155.0,True,
veh97,eVehicle,0.0,13,353,1678,1325,101.92307692307692,True,
veh98,hovGasolinaEuroSix,3656.0362641368492,17,357,1679,1322,77.76470588235294,True,
veh99,eVehicle,0.0,12,360,1573,1213,101.08333333333333,True,
veh100,highEmissions,806.439623613778,19,365,1543,1178,62.0,True,
veh101,dieselEuroSix,4997.344244430085,12,370,1681,1311,109.25,True,
veh103,highEmissions,812.0872004433652,15,372,1649,1277,85.13333333333334,True,
veh102,hovGasolinaEuroSix,3702.3404241596127,9,373,1683,1310,145.55555555555554,True,
veh104,dieselEuroSix,4041.434647949107,18,374,1721,1347,74.83333333333333,True,
veh105,normalVehicle,1169.6934278553463,20,376,1651,1275,63.75,True,
veh106,truck,77727.29622445987,1,379,1545,1166,1166.0,True,
veh107,dieselEuroSix,4558.210171301275,13,391,1597,1206,92.76923076923077,True,
veh108,eVehicle,0.0,17,393,1629,1236,72.70588235294117,True,
veh109,dieselEuroSix,3883.3004246982955,5,394,1641,1247,249.4,True,
veh111,highEmissions,793.4787987256024,18,397,1786,1389,77.16666666666667,True,
veh110,dieselEuroSix,3788.769648689002,17,397,1687,1290,75.88235294117646,True,
veh112,dieselEuroSix,4705.553873079029,7,401,1575,1174,167.71428571428572,True,
veh113,hovGasolinaEuroSix,2700.3565861534667,14,404,1591,1187,84.78571428571429,True,
veh114,gasolineEuroSix,704.6928430697243,2,405,1652,1247,623.5,True,
veh115,dieselEuroSix,3926.2661783841418,16,415,1728,1313,82.0625,True,
veh116,gasolineEuroSix,623.0051383223797,12,422,1592,1170,97.5,True,
veh117,hovGasolinaEuroSix,2765.04974337005,19,425,1623,1198,63.05263157894737,True,
veh118,gasolineEuroSix,558.6493079677292,18,428,1638,1210,67.22222222222223,True,
veh119,normalVehicle,1103.3637806230508,7,430,1729,1299,185.57142857142858,True,
veh120,highEmissions,754.6265436458049,17,432,1707,1275,75.0,True,
veh121,truck,104154.86494509595,14,435,1731,1296,92.57142857142857,True,
veh122,dieselEuroSix,3913.63373476602,16,437,1599,1162,72.625,True,
veh123,normalVehicle,1070.9873183005786,12,440,1689,1249,104.08333333333333,True,
veh124,eVehicle,0.0,14,444,1600,1156,82.57142857142857,True,
veh125,eVehicle,0.0,12,446,1546,1100,91.66666666666667,True,
veh126,truck,98375.27288709009,1,452,1733,1281,1281.0,True,
veh127,eVehicle,0.0,18,466,1931,1465,81.38888888888889,True,
veh128,hovGasolinaEuroSix,3881.0037045071876,18,469,1933,1464,81.33333333333333,True,
veh129,gasolineEuroSix,588.1794650063819,20,473,1709,1236,61.8,True,
veh130,normalVehicle,1050.4871585370927,20,474,1690,1216,60.8,True,
veh131,gasolineEuroSix,534.6550944858794,11,477,1589,1112,101.0909090909091,True,
veh132,normalVehicle,872.79650190762,15,480,1724,1244,82.93333333333334,True,
veh133,hovGasolinaEuroSix,2728.2877470241906,20,480,1640,1160,58.0,True,
veh134,hovGasolinaEuroSix,3720.047434449394,1,482,1692,1210,1210.0,True,
veh135,gasolineEuroSix,598.2578492623604,8,498,1723,1225,153.125,True,
veh136,hovGasolinaEuroSix,3586.8375347813535,6,501,1724,1223,203.83333333333334,True,
veh137,highEmissions,750.7034255776088,18,503,1694,1191,66.16666666666667,True,
veh138,gasolineEuroSix,535.4137573662579,19,506,1693,1187,62.473684210526315,True,
veh139,truck,79552.22550219539,6,517,1741,1224,204.0,True,
veh140,dieselEuroSix,4664.584222249781,3,518,1726,1208,402.6666666666667,True,
veh141,eVehicle,0.0,18,520,1695,1175,65.27777777777777,True,
veh142,normalVehicle,874.3565748556979,9,523,1801,1278,142.0,True,
veh143,eVehicle,0.0,2,536,1727,1191,595.5,True,
veh144,normalVehicle,1024.270997170607,3,537,2189,1652,550.6666666666666,True,
veh145,eVehicle,0.0,3,544,1742,1198,399.3333333333333,True,
veh146,hovGasolinaEuroSix,2846.8415451884794,1,547,1899,1352,1352.0,True,
veh147,dieselEuroSix,3930.7657192095785,15,549,1746,1197,79.8,True,
veh148,gasolineEuroSix,577.7349363180516,1,558,1803,1245,1245.0,True,
veh149,hovGasolinaEuroSix,2593.640829466447,9,562,1708,1146,127.33333333333333,True,
veh150,dieselEuroSix,3948.4654463902184,8,563,1812,1249,156.125,True,
veh151,eVehicle,0.0,9,568,1760,1192,132.44444444444446,True,
veh152,gasolineEuroSix,635.1169603345918,4,571,1762,1191,297.75,True,
veh153,gasolineEuroSix,571.4679936229975,20,579,1879,1300,65.0,True,
veh154,hovGasolinaEuroSix,3355.609978000767,6,591,1764,1173,195.5,True,
veh155,hovGasolinaEuroSix,3885.5345024626627,12,597,2190,1593,132.75,True,
veh156,normalVehicle,1155.3237318796887,10,598,1881,1283,128.3,True,
veh157,hovGasolinaEuroSix,3384.2363990828853,3,599,1765,1166,388.6666666666667,True,
veh158,gasolineEuroSix,556.3871644517243,6,601,1918,1317,219.5,True,
veh159,eVehicle,0.0,6,602,1709,1107,184.5,True,
veh160,eVehicle,0.0,9,606,1976,1370,152.22222222222223,True,
veh161,eVehicle,0.0,17,609,1978,1369,80.52941176470588,True,
veh162,eVehicle,0.0,6,609,1814,1205,200.83333333333334,True,
veh163,normalVehicle,1086.1717452825133,9,612,1816,1204,133.77777777777777,True,
veh164,highEmissions,919.2880212187971,10,615,1817,1202,120.2,True,
veh165,eVehicle,0.0,15,616,1926,1310,87.33333333333333,True,
veh166,normalVehicle,896.7860813470802,11,629,1822,1193,108.45454545454545,True,
veh167,dieselEuroSix,3794.133406601376,16,630,1787,1157,72.3125,True,
veh168,hovGasolinaEuroSix,4083.9043990936034,16,635,2192,1557,97.3125,True,
veh169,eVehicle,0.0,4,639,1915,1276,319.0,True,
veh170,highEmissions,895.9131471133385,1,642,1920,1278,1278.0,True,
veh171,dieselEuroSix,3921.067397078684,10,643,1982,1339,133.9,True,
veh172,eVehicle,0.0,13,647,1998,1351,103.92307692307692,True,
veh173,eVehicle,0.0,11,654,1823,1169,106.27272727272727,True,
veh174,eVehicle,0.0,14,657,1927,1270,90.71428571428571,True,
veh175,dieselEuroSix,3789.984176531148,7,659,1959,1300,185.71428571428572,True,
veh176,normalVehicle,1080.36104305359,9,661,1825,1164,129.33333333333334,True,
veh177,gasolineEuroSix,678.7024660720045,4,664,1921,1257,314.25,True,
veh178,highEmissions,839.4994236083569,9,666,1827,1161,129.0,True,
veh179,hovGasolinaEuroSix,3552.276218629166,17,671,1984,1313,77.23529411764706,True,
veh180,gasolineEuroSix,636.3876603445686,7,672,1828,1156,165.14285714285714,True,
veh181,eVehicle,0.0,20,676,1923,1247,62.35,True,
veh182,highEmissions,979.7900759721438,14,680,1925,1245,88.92857142857143,True,
veh183,gasolineEuroSix,636.1861404032264,1,681,1916,1235,1235.0,True,
veh184,hovGasolinaEuroSix,2781.271868785312,8,688,1961,1273,159.125,True,
veh185,normalVehicle,1219.116568898345,1,691,2194,1503,1503.0,True,
veh186,dieselEuroSix,5951.095660019998,13,695,2195,1500,115.38461538461539,True,
veh187,hovGasolinaEuroSix,3840.8059530246583,5,698,2197,1499,299.8,True,
veh188,eVehicle,0.0,2,701,2199,1498,749.0,True,
veh189,normalVehicle,1094.398229252743,6,706,1986,1280,213.33333333333334,True,
veh190,dieselEuroSix,3941.0777259078136,15,707,2040,1333,88.86666666666666,True,
veh191,hovGasolinaEuroSix,3342.6768636126026,17,710,2042,1332,78.3529411764706,True,
veh192,eVehicle,0.0,14,710,1987,1277,91.21428571428571,True,
veh193,dieselEuroSix,5967.07293241349,18,713,1989,1276,70.88888888888889,True,
veh195,dieselEuroSix,4009.143372389225,8,714,2148,1434,179.25,True,
veh194,normalVehicle,1273.9715344117149,17,716,1991,1275,75.0,True,
veh196,truck,87254.27190003972,15,717,1929,1212,80.8,True,
veh197,eVehicle,0.0,8,718,2102,1384,173.0,True,
veh198,hovGasolinaEuroSix,2783.7219536034377,17,720,1847,1127,66.29411764705883,True,
veh199,normalVehicle,966.7643300481542,1,727,2178,1451,1451.0,True,
veh200,normalVehicle,1170.5405668701694,13,739,2150,1411,108.53846153846153,True,
veh201,gasolineEuroSix,575.4494720777415,19,741,2112,1371,72.15789473684211,True,
veh202,normalVehicle,1159.4540329405652,11,744,2114,1370,124.54545454545455,True,
veh203,highEmissions,1127.7149131818855,14,744,2152,1408,100.57142857142857,True,
veh204,hovGasolinaEuroSix,3613.1374804440115,2,746,2103,1357,678.5,True,
