vType;em_means
eVehicle-1;0.008333333333333344
eVehicle-2;0.016666666666666687
eVehicle-3;0.02500000000000003
eVehicle-4;0.033333333333333375
eVehicle-5;0.04166666666666672
eVehicle-6;0.050000000000000065
eVehicle-7;0.05833333333333341
eVehicle-8;0.06666666666666675
eVehicle-9;0.0750000000000001
eVehicle-10;0.08333333333333344
eVehicle-11;0.09166666666666679
eVehicle-12;0.10000000000000013
eVehicle-13;0.10833333333333348
eVehicle-14;0.11666666666666682
eVehicle-15;0.12500000000000017
eVehicle-16;0.1333333333333335
eVehicle-17;0.14166666666666683
eVehicle-18;0.15000000000000016
eVehicle-19;0.1583333333333335
eVehicle-20;0.16666666666666682
gasolineEuroSix-20;0.17500000000000016
gasolineEuroSix-19;0.1833333333333335
gasolineEuroSix-18;0.19166666666666682
gasolineEuroSix-17;0.20000000000000015
gasolineEuroSix-16;0.20833333333333348
gasolineEuroSix-15;0.2166666666666668
highEmissions-20;0.2208333333333335
gasolineEuroSix-14;0.22916666666666682
highEmissions-19;0.2333333333333335
gasolineEuroSix-13;0.24166666666666684
highEmissions-18;0.24583333333333351
gasolineEuroSix-12;0.2541666666666669
highEmissions-17;0.2583333333333335
normalVehicle-20;0.2666666666666669
highEmissions-16;0.27083333333333354
normalVehicle-19;0.2791666666666669
gasolineEuroSix-11;0.28750000000000026
normalVehicle-18;0.2958333333333336
highEmissions-15;0.30000000000000027
gasolineEuroSix-10;0.3083333333333336
normalVehicle-17;0.316666666666667
highEmissions-14;0.32083333333333364
normalVehicle-16;0.329166666666667
highEmissions-13;0.33333333333333365
gasolineEuroSix-9;0.341666666666667
normalVehicle-15;0.35000000000000037
highEmissions-12;0.354166666666667
normalVehicle-14;0.3625000000000004
gasolineEuroSix-8;0.37083333333333374
highEmissions-11;0.3750000000000004
normalVehicle-13;0.38333333333333375
normalVehicle-12;0.3916666666666671
highEmissions-10;0.39583333333333376
gasolineEuroSix-7;0.4041666666666671
normalVehicle-11;0.4125000000000005
highEmissions-9;0.41666666666666713
gasolineEuroSix-6;0.4250000000000005
normalVehicle-10;0.43333333333333385
highEmissions-8;0.4375000000000005
normalVehicle-9;0.44583333333333386
gasolineEuroSix-5;0.4541666666666672
highEmissions-7;0.45833333333333387
normalVehicle-8;0.46666666666666723
highEmissions-6;0.4708333333333339
normalVehicle-7;0.47916666666666724
gasolineEuroSix-4;0.4875000000000006
hovDieselEuroSix-20;0.49583333333333396
hovDieselEuroSix-19;0.5041666666666673
normalVehicle-6;0.5125000000000006
highEmissions-5;0.5166666666666673
hovDieselEuroSix-18;0.5250000000000006
hovDieselEuroSix-17;0.5333333333333339
hovDieselEuroSix-16;0.5416666666666672
gasolineEuroSix-3;0.5500000000000005
normalVehicle-5;0.5583333333333338
hovDieselEuroSix-15;0.5666666666666671
highEmissions-4;0.5708333333333337
dieselEuroSix-20;0.579166666666667
hovDieselEuroSix-14;0.5875000000000004
dieselEuroSix-19;0.5958333333333337
hovDieselEuroSix-13;0.604166666666667
dieselEuroSix-18;0.6125000000000003
normalVehicle-4;0.6208333333333336
hovDieselEuroSix-12;0.6291666666666669
dieselEuroSix-17;0.6375000000000002
dieselEuroSix-16;0.6458333333333335
highEmissions-3;0.6500000000000001
hovDieselEuroSix-11;0.6583333333333334
dieselEuroSix-15;0.6666666666666667
gasolineEuroSix-2;0.675
hovDieselEuroSix-10;0.6833333333333333
dieselEuroSix-14;0.6916666666666667
normalVehicle-3;0.7
dieselEuroSix-13;0.7083333333333333
hovDieselEuroSix-9;0.7166666666666666
dieselEuroSix-12;0.7249999999999999
hovDieselEuroSix-8;0.7333333333333332
dieselEuroSix-11;0.7416666666666665
highEmissions-2;0.7458333333333331
dieselEuroSix-10;0.7541666666666664
hovDieselEuroSix-7;0.7624999999999997
dieselEuroSix-9;0.770833333333333
normalVehicle-2;0.7791666666666663
hovDieselEuroSix-6;0.7874999999999996
dieselEuroSix-8;0.795833333333333
gasolineEuroSix-1;0.8041666666666663
hovDieselEuroSix-5;0.8124999999999996
dieselEuroSix-7;0.8208333333333329
dieselEuroSix-6;0.8291666666666662
hovDieselEuroSix-4;0.8374999999999995
highEmissions-1;0.8416666666666661
dieselEuroSix-5;0.8499999999999994
normalVehicle-1;0.8583333333333327
hovDieselEuroSix-3;0.866666666666666
dieselEuroSix-4;0.8749999999999993
dieselEuroSix-3;0.8833333333333326
hovDieselEuroSix-2;0.8916666666666659
dieselEuroSix-2;0.8999999999999992
hovDieselEuroSix-1;0.9083333333333325
dieselEuroSix-1;0.9166666666666659
truck-20;0.9208333333333325
truck-19;0.9249999999999992
truck-18;0.9291666666666658
truck-17;0.9333333333333325
truck-16;0.9374999999999991
truck-15;0.9416666666666658
truck-14;0.9458333333333324
truck-13;0.9499999999999991
truck-12;0.9541666666666657
truck-11;0.9583333333333324
truck-10;0.962499999999999
truck-9;0.9666666666666657
truck-8;0.9708333333333323
truck-7;0.974999999999999
truck-6;0.9791666666666656
truck-5;0.9833333333333323
truck-4;0.9874999999999989
truck-3;0.9916666666666656
truck-2;0.9958333333333322
truck-1;0.9999999999999989
