vType;em_means
eVehicle;0.0
gasolineEuroSix;0.0628133143435268
highEmissions;0.10778098804517991
normalVehicle;0.21281526542168222
hovDieselEuroSix;0.5420749930494957
dieselEuroSix;1.0
