RREP;;;;;;;;;;;
PARAMETERS;;;;;;;;;;;
window_size; threshold_L; threshold_H; p_t_ini; e_ini; size_ratio; subs_NOx; min_packages; max_packages;;;
60;80000;100000;100000;4000;4;9000;1;20;;;
ALL SIMULATION RESULTS;;;;;;;;;;;
total_steps(sec); minutes; avg_time_per_package (sec); p_t_total_all_steps; e_t_total_all_steps; p_t_control_zone_all_steps;  e_t_control_zone_all_steps; avg_k_all_steps; veh_enter_cz_all_steps; avg_total_time_all_steps;;
5053;84.0;13.897.796.420.581.600;29.731.225.844.351.200;9.135.969.925.837.260;9.665.801.851.209.560;5.800.354.583.138.760;314.784.442.526.329;23;13.995.714.285.714.200;;
WINDOWS;;;;;;;;;;;
step; NOx_total_w; NOx_total_acum; lambda; p_t_total; e_t_total; p_t_control_zone; e_t_control_zone; k_control_zone; num_veh_total; num_vehicles_control_zone;  
2580;18.880.022.044.716.700;5.652.495.305.765.740;0.8483559839223226;42.673.634.299.530.200;18.880.022.044.716.700;2.030.874.520.530.010;0;0;35;0;
2640;16.625.179.467.411.700;581.874.710.043.986;0.9330780741440516;4.400.024.413.957.950;16.625.179.467.411.700;19.468.974.938.570.500;0;0;31;0;
2700;12.656.822.179.613.300;5.945.315.322.235.990;10.885.937.630.333.000;4.487.403.260.284.890;12.656.822.179.613.300;1.848.924.055.184.050;0;0;24;0;
2760;10.880.324.787.267.900;6.054.118.570.108.670;1.084.476.707.878.110;4.557.165.346.673.960;10.880.324.787.267.900;17.513.211.514.750.200;0;0;22;0;
2820;10.421.917.245.538.600;6.158.337.742.564.050;1.174.576.234.719.780;46.190.997.746.794.300;10.421.917.245.538.600;16.456.092.903.502.400;0;0;21;0;
2880;10.459.723.023.366.500;6.262.934.972.797.720;0.9688427999845661;4.688.818.664.113.650;10.459.723.023.366.500;15.584.134.383.516.300;0;0;24;0;
2940;11.858.688.781.465.300;63.815.218.606.123.700;11.320.142.773.097.300;4.766.653.037.945.150;11.858.688.781.465.300;14.565.321.533.937.500;0;0;26;0;
3000;12.632.599.874.646.800;6.507.847.859.358.840;10.681.222.265.656.200;4.854.526.636.535.260;12.632.599.874.646.800;1.360.401.153.002.850;0;0;27;0;
3060;13.161.908.479.832.300;663.946.694.415.717;0.9213474043731671;4.952.977.214.776.150;13.161.908.479.832.300;1.277.479.886.609.260;0;0;29;0;
3120;12.412.607.092.184.900;67.635.930.150.790.200;10.350.322.424.574.200;5.039.842.124.969.530;12.412.607.092.184.900;11.843.269.847.880.900;0;0;26;0;
3180;11.555.421.910.977.400;6.879.147.234.188.790;11.529.916.003.327.400;5.113.888.646.467.330;11.555.421.910.977.400;1.080.557.740.758.150;0;0;24;0;
3240;11.082.236.174.995.700;6.989.969.595.938.750;11.384.789.673.713.200;51.837.257.653.919.200;11.082.236.174.995.700;9.780.946.336.947.330;0;0;23;0;
3300;10.537.406.385.878.600;709.534.365.979.754;100.211.352.823.184;5.253.023.742.234.360;10.537.406.385.878.600;8.879.044.161.538.680;0;0.1095268315263318;23;0;
3360;11.674.923.081.998.000;721.209.289.061.752;10.356.009.031.930.200;5.332.491.340.539.390;11.674.923.081.998.000;7.947.003.348.664.960;0;0.5604779192306596;25;0;
3420;10.936.463.502.833.900;7.321.457.525.645.850;0.8138103320605367;5.412.558.803.613.550;10.936.463.502.833.900;7.915.990.625.531.170;7.014.165.757.206.940;1;23;3;
3480;10.912.706.728.713.200;7.430.584.592.932.990;0.8970959894172271;5.489.390.415.281.660;10.912.706.728.713.200;8.752.338.157.230.910;16.437.339.221.752.400;1;24;5;
3540;10.404.520.713.255.500;7.534.629.800.065.540;1.118.961.699.021.720;5.553.153.001.249.440;10.404.520.713.255.500;9.635.399.737.259.260;18.901.271.091.478.900;0.623830921384543;25;5;
3600;11.467.730.071.701.100;7.649.307.100.782.550;0.9657255997203097;5.633.064.180.376.520;11.467.730.071.701.100;10.743.587.157.587.400;1.977.340.460.076.490;0.18230013137036805;26;5;
3660;11.217.663.334.978.700;7.761.483.734.132.340;0.8692029606316204;5.713.949.507.143.570;11.217.663.334.978.700;11.884.350.355.015.500;19.230.458.619.965.100;0;26;5;
3720;11.380.219.701.993.400;7.875.285.931.152.280;10.195.195.045.552.600;5.791.049.001.999.510;11.380.219.701.993.400;12.928.702.002.742.200;1.961.919.201.826.470;0;25;5;
3780;10.252.771.567.566.900;7.977.813.646.827.950;10.812.163.048.262.500;585.465.293.070.144;10.252.771.567.566.900;13.827.384.614.487.500;1.871.777.286.088.850;0;22;5;
3840;10.528.595.241.655.500;8.083.099.599.244.500;1.069.794.332.200.930;5.921.426.287.158.760;10.528.595.241.655.500;138.120.473.938.272;947.477.678.320.535;0;22;3;
3900;10.639.088.076.185.200;81.894.904.800.063.500;0.9498812082006561;5.993.621.444.425.390;10.639.088.076.185.200;1.307.263.282.705.440;11.547.852.060.784.900;0;21;2;
3960;10.068.588.557.103.300;8.290.176.365.577.390;0.9755846520178253;6.059.186.282.523.780;10.068.588.557.103.300;12.194.606.640.238.400;0;0;21;0;
4020;10.363.050.063.639.000;8.393.806.866.213.780;10.033.705.952.999.900;6.126.695.441.729.370;10.363.050.063.639.000;11.291.573.104.468.400;0;0;20;0;
4080;9.863.388.063.932.220;8.492.440.746.853.100;11.113.770.460.000.500;6.185.319.748.712.690;9.863.388.063.932.220;10.291.333.763.068.300;0;0;20;0;
4140;9.941.144.048.793.610;8.591.852.187.341.040;1.008.375.367.045.250;62.484.296.759.870.000;9.941.144.048.793.610;9.383.795.932.727.630;0;0;19;0;
4200;8.967.157.680.775.880;8.681.523.764.148.800;0.9573020379856905;6.303.638.379.427.270;8.967.157.680.775.880;8.522.224.098.540.510;0;0.30810203363618055;17;0;
4260;7.503.717.609.409.590;8.756.560.940.242.890;0.9958774081849033;6.342.823.968.826.710;7.503.717.609.409.590;7.625.934.431.174.100;0;0.738887950729741;13;0;
4320;6.371.593.515.133.490;8.820.276.875.394.230;0.8118299855867629;6.377.314.024.496.920;6.371.593.515.133.490;6.895.287.444.146.010;0;1;11;0;
4380;47.175.430.231.592.500;8.867.452.305.625.820;0.8173949161426111;6.395.063.237.747.380;47.175.430.231.592.500;6.159.632.019.617.660;0;1;8;0;
4440;3.916.381.915.123.890;8.906.616.124.777.060;10.813.528.354.415.300;6.395.298.354.822.720;3.916.381.915.123.890;5.186.414.467.720.280;0;1;7;0;
4500;32.615.304.805.994.000;8.939.231.429.583.050;11.932.750.869.238.600;6.384.955.756.499.460;32.615.304.805.994.000;4.112.466.889.488.800;0;1;7;0;
4560;35.769.687.055.184.400;8.975.001.116.638.240;1.037.273.492.152.020;6.383.383.597.837.170;35.769.687.055.184.400;31.789.207.465.519.800;0;1;7;0;
4620;34.644.622.073.667.800;9.009.645.738.711.900;0.9574398745511656;6.383.560.384.427.000;34.644.622.073.667.800;23.172.248.594.559.300;0;1;7;0;
4680;3.282.540.034.233.460;9.042.471.139.054.240;0.8681396787422726;6.385.132.756.334.610;3.282.540.034.233.460;15.358.991.485.878.800;0;1;6;0;
4740;2.924.169.678.007.250;9.071.712.835.834.310;10.008.954.233.733.900;6.378.342.217.873.240;2.924.169.678.007.250;6.350.932.675.518.350;0;1;6;0;
4800;21.859.398.513.485.100;90.935.722.343.478;11.928.306.550.154.100;63.572.597.128.061.700;21.859.398.513.485.100;0;0;1;3;0;
4860;139.806.948.488.587;9.107.552.929.196.650;11.082.092.559.323.200;633.134.487.444.147;139.806.948.488.587;0;0;1;3;0;
4920;1.505.877.782.973.370;9.122.611.707.026.390;10.158.469.793.799.100;6.309.833.161.013.520;1.505.877.782.973.370;0;0;1;3;0;
4980;8.976.595.845.917.160;913.158.830.287.231;11.441.159.115.682.100;6.277.621.584.042.980;8.976.595.845.917.160;0;0;1;1;0;
5040;4.381.622.964.957.530;9.135.969.925.837.260;0.8928704512252058;6.249.859.870.763.830;4.381.622.964.957.530;0;0;1;1;0;
VEHICLES;;;;;;;;;;;
id; vType; NOx_total_veh; n_packages; step_ini; step_fin; total_time(sec);average_package;enter_cz;;;
veh26;truck;8.115.595.467.375.720;5;109;1251;1142;228.4;TRUE;;;
veh27;truck;8.222.641.627.431.620;19;112;1326;1214;6.389.473.684.210.520;TRUE;;;
veh34;truck;8.646.989.078.336;3;153;1335;1182;394.0;TRUE;;;
veh37;truck;7.931.130.302.677.510;9;157;1287;1130;12.555.555.555.555.500;TRUE;;;
veh41;truck;8.424.360.354.198.910;4;172;1346;1174;293.5;TRUE;;;
veh43;truck;8.444.955.560.491.580;16;182;1472;1290;80.625;TRUE;;;
veh47;truck;8.065.504.525.812.970;15;193;1344;1151;7.673.333.333.333.330;TRUE;;;
veh60;truck;8.629.501.435.301.780;16;237;1494;1257;785.625;TRUE;;;
veh73;truck;11.386.461.302.215.700;13;282;1793;1511;11.623.076.923.076.900;FALSE;;;
veh91;truck;11.747.523.770.688.500;7;334;1913;1579;22.557.142.857.142.800;FALSE;;;
veh92;truck;14.468.199.235.495.100;4;338;1915;1577;394.25;FALSE;;;
veh95;truck;1.140.841.311.389.020;16;344;1788;1444;90.25;FALSE;;;
veh96;truck;11.359.982.923.099.500;1;345;1779;1434;1434.0;FALSE;;;
veh106;truck;11.205.995.970.483.600;13;379;1757;1378;106.0;FALSE;;;
veh121;truck;11.586.384.565.916.000;14;435;1907;1472;10.514.285.714.285.700;FALSE;;;
veh126;truck;11.221.249.750.132.000;20;452;1971;1519;75.95;FALSE;;;
veh139;truck;11.377.170.747.361.200;1;517;2073;1556;1556.0;FALSE;;;
veh196;truck;11.597.680.497.940.900;15;717;2227;1510;10.066.666.666.666.600;FALSE;;;
veh206;truck;11.950.295.654.852.600;9;747;2262;1515;16.833.333.333.333.300;FALSE;;;
veh222;truck;11.554.934.662.830.400;8;817;2177;1360;170.0;FALSE;;;
veh231;truck;11.503.563.333.502.600;19;843;2295;1452;7.642.105.263.157.890;FALSE;;;
veh241;truck;11.589.933.111.742.300;4;888;2346;1458;364.5;FALSE;;;
veh267;truck;11.840.753.615.373.200;11;976;2462;1486;1.350.909.090.909.090;FALSE;;;
veh271;truck;11.765.507.727.900.700;1;980;2535;1555;1555.0;FALSE;;;
veh288;truck;12.075.786.623.418.300;1;1037;2645;1608;1608.0;FALSE;;;
veh295;truck;12.067.672.186.108.200;1;1068;2634;1566;1566.0;FALSE;;;
veh308;truck;11.756.716.782.706.100;18;1118;2651;1533;8.516.666.666.666.660;FALSE;;;
veh313;truck;12.366.639.948.076.800;1;1133;2653;1520;1520.0;FALSE;;;
veh326;truck;13.195.977.794.272.200;13;1190;2655;1465;1.126.923.076.923.070;FALSE;;;
veh327;truck;11.707.059.025.202.300;7;1193;2713;1520;21.714.285.714.285.700;FALSE;;;
veh337;truck;11.422.052.987.228.100;14;1208;2553;1345;9.607.142.857.142.850;FALSE;;;
veh351;truck;1.163.311.423.638.170;1;1247;2613;1366;1366.0;FALSE;;;
veh366;truck;11.502.247.028.408.800;17;1287;2750;1463;8.605.882.352.941.170;FALSE;;;
veh370;truck;11.760.341.656.419.400;8;1301;2669;1368;171.0;FALSE;;;
veh375;truck;1.149.941.559.788.140;15;1307;2775;1468;9.786.666.666.666.660;FALSE;;;
veh377;truck;11.824.604.501.412.600;16;1323;2775;1452;90.75;FALSE;;;
veh382;truck;8.272.491.830.181.360;18;1343;2539;1196;6.644.444.444.444.440;TRUE;;;
veh399;truck;8.111.383.009.777.100;8;1410;2491;1081;135.125;TRUE;;;
veh401;truck;8.383.972.174.804.080;12;1422;2555;1133;9.441.666.666.666.660;TRUE;;;
veh402;truck;8.549.306.589.241.910;8;1424;2665;1241;155.125;TRUE;;;
veh404;truck;8.382.363.551.547.910;8;1426;2587;1161;145.125;TRUE;;;
veh408;truck;8.648.401.579.023.630;15;1435;2648;1213;8.086.666.666.666.660;TRUE;;;
veh409;truck;8.589.829.942.876.710;10;1439;2580;1141;114.1;TRUE;;;
veh410;truck;8.552.659.416.760.580;1;1444;2611;1167;1167.0;TRUE;;;
veh412;truck;8.817.137.091.009.870;14;1452;2636;1184;8.457.142.857.142.850;TRUE;;;
veh416;truck;9.102.596.339.466.260;18;1489;2667;1178;6.544.444.444.444.440;TRUE;;;
