1;2;3;4;5;6;7;8;9;10;11
RREP
PARAMETERS
window_size;threshold_L;threshold_H;p_t_ini;e_ini;size_ratio;subs_NOx;min_packages;max_packages
60;80000;100000;100000;4000;4;9000;1;20
ALL SIMULATION RESULTS
total_steps(sec);minutes;avg_time_per_package (sec);p_t_total_all_steps;e_t_total_all_steps;p_t_control_zone_all_steps;e_t_control_zone_all_steps;avg_k_all_steps;veh_enter_cz_all_steps;not_veh_enter_cz_all_steps;avg_total_time_all_steps
6295;105.0;1407.7776762879064;463862.77396733814;1968881.2055241326;5467854.9495725185;578132.4436205523;0.8393498102411018;976;57;1398.1035818005807
WINDOWS
step;NOx_total_w;NOx_total_acum;lambda;p_t_total;e_t_total;p_t_control_zone;e_t_control_zone;k_control_zone;num_veh_total;num_vehicles_control_zone
60;543.1545617956685;543.1545617956685;0.8;100000;543.1545617956685;100000;0;0.0;14;0
60;543.1545617956685;1086.309123591337;0.8;100000;543.1545617956685;100000;0;0.0;14;0
120;1473.2645822520306;2559.573705843368;0.8100043020890668;86839.84512479359;1473.2645822520306;96709.9612811984;0;0.0;30;0
180;2122.136048424472;4681.70975426784;0.9100117273476477;70079.42294027828;2122.136048424472;92519.85573506956;0;0.16450193594008014;44;0
240;2903.7952559515384;7585.505010219378;0.8892842952595291;54065.188310935235;2903.7952559515384;88516.2970777338;0;0.37400721324652186;63;0
300;4221.431011875027;11806.936022094405;1.094588485665605;30660.002826973454;4221.431011875027;82665.00070674336;0;0.5741851461133097;81;0
360;5391.0559112700685;17197.991933364472;1.0706797949691644;8115.530208083532;5391.0559112700685;77028.88255202088;0;0.8667499646628319;99;0
420;6859.787771771173;24057.779705135647;1.1568718270819383;0;6859.787771771173;70617.03610828343;22.050147751602623;1;115;2
480;8187.128021487168;32244.907726622812;0.8347755330517665;0;8187.128021487168;67104.05631081753;326.61341657978335;1;134;12
540;9243.915395202743;41488.82312182555;0.9687687278741082;0;9243.915395202743;62385.13775995055;949.6897135269741;1;147;32
600;10269.371104524233;51758.194226349784;0.8119188877752281;0;10269.371104524233;59077.8677699735;2173.0942971883424;1;162;48
660;11409.139837765182;63167.33406411497;0.8874551899214413;0;11409.139837765182;55090.77106068053;2843.783384624127;1;181;58
720;13226.994831787717;76394.32889590268;1.002142115241345;0;13226.994831787717;50243.290286890704;4171.798263382285;1;205;89
780;14907.793890296414;91302.12278619909;0.8106143878735454;0;14907.793890296414;48502.40401246813;5554.6432164393345;1;218;99
840;16742.058202013108;108044.1809882122;0.8795350602746594;0;16742.058202013108;47485.015523288785;6898.427053292596;1;235;117
900;18487.080326137297;126531.2613143495;1.0599537751118093;0;18487.080326137297;46374.68969382052;8429.25814653801;1;254;132
