vType;em_means
eVehicle;0.0
gasolineEuroSix;0.49798851426056323
highEmissions;0.7141208310280635
normalVehicle;0.8427055764708544
hovDieselEuroSix;2.586209869651759
dieselEuroSix;3.6687316523749196
truck;77.077174478318
