vType;em_means
eVehicle-1;0.0
eVehicle-2;0.0
eVehicle-3;0.0
eVehicle-4;0.0
eVehicle-5;0.0
eVehicle-6;0.0
eVehicle-7;0.0
eVehicle-8;0.0
eVehicle-9;0.0
eVehicle-10;0.0
eVehicle-11;0.0
eVehicle-12;0.0
eVehicle-13;0.0
eVehicle-14;0.0
eVehicle-15;0.0
eVehicle-16;0.0
eVehicle-17;0.0
eVehicle-18;0.0
eVehicle-19;0.0
eVehicle-20;0.0
gasolineEuroSix-20;0.0031406657171763395
gasolineEuroSix-19;0.006281331434352679
gasolineEuroSix-18;0.009421997151529018
gasolineEuroSix-17;0.012562662868705358
gasolineEuroSix-16;0.015703328585881696
gasolineEuroSix-15;0.018843994303058036
gasolineEuroSix-14;0.021984660020234376
highEmissions-20;0.02423304370531703
highEmissions-19;0.026481427390399683
gasolineEuroSix-13;0.029622093107576023
highEmissions-18;0.03187047679265868
gasolineEuroSix-12;0.035011142509835017
normalVehicle-20;0.04026285637866013
highEmissions-17;0.04251124006374279
normalVehicle-19;0.0477629539325679
highEmissions-16;0.05001133761765056
gasolineEuroSix-11;0.0531520033348269
normalVehicle-18;0.05840371720365201
highEmissions-15;0.06065210088873467
normalVehicle-17;0.06590381475755978
gasolineEuroSix-10;0.06904448047473612
highEmissions-14;0.07129286415981877
normalVehicle-16;0.07654457802864388
highEmissions-13;0.07879296171372653
gasolineEuroSix-9;0.08193362743090286
normalVehicle-15;0.08718534129972798
highEmissions-12;0.08943372498481063
normalVehicle-14;0.09468543885363574
gasolineEuroSix-8;0.09782610457081208
normalVehicle-13;0.10307781843963719
highEmissions-11;0.10532620212471984
normalVehicle-12;0.11057791599354495
gasolineEuroSix-7;0.11371858171072129
highEmissions-10;0.11596696539580394
normalVehicle-11;0.12121867926462905
highEmissions-9;0.1234670629497117
gasolineEuroSix-6;0.12660772866688805
normalVehicle-10;0.13185944253571316
highEmissions-8;0.1341078262207958
normalVehicle-9;0.13935954008962093
gasolineEuroSix-5;0.14250020580679726
highEmissions-7;0.1447485894918799
normalVehicle-8;0.15000030336070502
highEmissions-6;0.15224868704578767
normalVehicle-7;0.1575004009146128
gasolineEuroSix-4;0.16064106663178912
hovDieselEuroSix-20;0.17710405301317977
hovDieselEuroSix-19;0.19356703939457043
normalVehicle-6;0.19881875326339554
highEmissions-5;0.2010671369484782
hovDieselEuroSix-18;0.21753012332986887
hovDieselEuroSix-17;0.23399310971125953
hovDieselEuroSix-16;0.2504560960926502
gasolineEuroSix-3;0.25359676180982654
normalVehicle-5;0.25884847567865166
hovDieselEuroSix-15;0.2753114620600423
highEmissions-4;0.277559845745125
dieselEuroSix-20;0.30045609609265017
hovDieselEuroSix-14;0.3169190824740408
dieselEuroSix-19;0.339815332821566
hovDieselEuroSix-13;0.35627831920295666
dieselEuroSix-18;0.37917456955048184
normalVehicle-4;0.38442628341930696
dieselEuroSix-17;0.40732253376683214
hovDieselEuroSix-12;0.4237855201482228
dieselEuroSix-16;0.446681770495748
hovDieselEuroSix-11;0.46314475687713863
highEmissions-3;0.4653931405622213
dieselEuroSix-15;0.4882893909097465
gasolineEuroSix-2;0.49143005662692285
dieselEuroSix-14;0.514326306974448
hovDieselEuroSix-10;0.5307892933558387
normalVehicle-3;0.5360410072246637
dieselEuroSix-13;0.5589372575721889
hovDieselEuroSix-9;0.5754002439535796
dieselEuroSix-12;0.5982964943011048
hovDieselEuroSix-8;0.6147594806824954
dieselEuroSix-11;0.6376557310300206
highEmissions-2;0.6399041147151032
dieselEuroSix-10;0.6628003650626284
hovDieselEuroSix-7;0.6792633514440191
dieselEuroSix-9;0.7021596017915442
normalVehicle-2;0.7074113156603693
hovDieselEuroSix-6;0.72387430204176
dieselEuroSix-8;0.7467705523892851
gasolineEuroSix-1;0.7499112181064614
dieselEuroSix-7;0.7728074684539866
hovDieselEuroSix-5;0.7892704548353773
dieselEuroSix-6;0.8121667051829025
hovDieselEuroSix-4;0.8286296915642931
highEmissions-1;0.8308780752493757
dieselEuroSix-5;0.8537743255969009
normalVehicle-1;0.859026039465726
hovDieselEuroSix-3;0.8754890258471166
dieselEuroSix-4;0.8983852761946418
dieselEuroSix-3;0.921281526542167
hovDieselEuroSix-2;0.9377445129235576
dieselEuroSix-2;0.9606407632710828
hovDieselEuroSix-1;0.9771037496524735
dieselEuroSix-1;0.9999999999999987
