VE
PARAMETERS,
window_size, threshold_L, threshold_H, p_t_ini, min_packages, max_packages,
60,80000,100000,100000,1,20,
WINDOWS,
step, NOx_total_w, NOx_total_acum, lambda, p_t_total, e_t_total, p_t_control_zone, e_t_control_zone, k_control_zone, num_veh_total, num_vehicles_control_zone,  
3180,179781.83640820842,10519083.045651225,1.1529916003327432,8752467.95575199,179781.83640820842,0,0,1,440,0,
3240,179884.1050477698,10698967.150698995,1.1384789673713251,8891366.817974392,179884.1050477698,0,0,1,466,0,
3300,193175.23783713084,10892142.388536125,1.00211352823184,9048465.968795177,193175.23783713084,0,0,1,484,0,
3360,184935.50898817313,11077077.8975243,1.0356009031930207,9196119.845268402,184935.50898817313,0,0,1,477,0,
3420,191870.62629657352,11268948.523820873,0.8138103320605367,9358693.299610797,191870.62629657352,0,0,1,480,0,
3480,188384.96860098894,11457333.492421862,0.8970959894172271,9514782.812592765,188384.96860098894,0,0,1,490,0,
3540,203235.01122819367,11660568.503650056,1.118961699021721,9677735.202656178,203235.01122819367,0,0,1,486,0,
3600,193763.2031954576,11854331.706845514,0.9657255997203097,9836732.284261705,193763.2031954576,0,0,1,487,0,
3660,206059.44734150995,12060391.154187024,0.8692029606316204,10011500.425020477,206059.44734150995,0,0,1,510,0,
3720,219702.8014912,12280093.955678225,1.0195195045552612,10194500.524347687,219702.8014912,0,0,1,523,0,
3780,237813.71548476658,12517907.67116299,1.0812163048262526,10393390.452858709,237813.71548476658,0,0,1,545,0,
3840,251145.94688008758,12769053.618043078,1.069794332200931,10606023.803779563,251145.94688008758,0,0,1,572,0,
3900,261577.850027157,13030631.468070235,0.9498812082006561,10833405.930311495,261577.850027157,0,0,1,592,0,
3960,276412.1732147982,13307043.641285034,0.9755846520178253,11074697.056053653,276412.1732147982,0,0,1,612,0,
4020,283846.62872938236,13590890.270014416,1.0033705952999927,11322422.343352236,283846.62872938236,0,0,1,630,0,
4080,309248.51791861263,13900138.78793303,1.1113770460000583,11591661.287614847,309248.51791861263,0,0,1,656,0,
4140,341640.5826815517,14241779.37061458,1.008375367045258,11897000.35708277,341640.5826815517,0,0,1,681,0,
4200,357926.93788848503,14599706.308503065,0.9573020379856905,12220464.421603769,357926.93788848503,0,0,1,692,0,
4260,372500.500026346,14972206.80852941,0.9958774081849033,12557113.334935458,372500.500026346,0,0,1,712,0,
4320,380679.32587566687,15352886.134405077,0.8118299855867629,12908566.78133,380679.32587566687,0,0,1,739,0,
4380,394841.31851640623,15747727.452921484,0.8173949161426111,13273981.882865274,394841.31851640623,0,0,1,760,0,
4440,391308.9181127555,16139036.371034238,1.0813528354415345,13626362.098902134,391308.9181127555,0,0,1,782,0,
4500,408527.9602092191,16547564.331243457,1.1932750869238695,13991932.155982094,408527.9602092191,0,0,1,791,0,
4560,402866.60415168543,16950430.935395144,1.037273492152023,14357456.914416306,402866.60415168543,0,0,1,796,0,
4620,414152.0240758339,17364582.959470976,0.9574398745511656,14737141.103008298,414152.0240758339,0,0,1,809,0,
4680,417852.6537496551,17782435.613220632,0.8681396787422726,15123740.728323232,417852.6537496551,0,0,1,843,0,
4740,430811.8021822769,18213247.415402908,1.0008954233733933,15518520.295264067,430811.8021822769,0,0,1,864,0,
4800,452628.31659160374,18665875.731994513,1.1928306550154137,15928206.708275115,452628.31659160374,0,0,1,897,0,
4860,458199.57651753473,19124075.308512047,1.1082092559323202,16346510.751579087,458199.57651753473,0,0,1,923,0,
4920,488243.1202533986,19612318.428765446,1.0158469793799114,16798183.38057481,488243.1202533986,0,0,1,951,0,
4980,524070.6060426773,20136389.03480812,1.1441159115682198,17281065.81380103,524070.6060426773,0,0,1,967,0,
5040,523554.4337265256,20659943.46853465,0.8928704512252058,17772476.911283452,523554.4337265256,0,0,1,971,0,
5100,541675.5684292908,21201619.03696394,1.005508665275055,18277954.167762842,541675.5684292908,0,0,1,977,0,
5160,555134.644341942,21756753.68130588,1.1809869553073078,18790573.28171372,555134.644341942,0,0,1,950,0,
5220,555140.5784574606,22311894.25976334,1.0311179231204812,19308593.614938844,555140.5784574606,0,0,1,959,0,
5280,586695.6958034982,22898589.95556684,0.9836526927642674,19859877.813802827,586695.6958034982,0,0,1,987,0,
5340,590250.9487669396,23488840.904333778,0.9077117909765685,20417451.13809461,590250.9487669396,0,0,1,1008,0,
5400,603519.6943878509,24092360.598721627,1.0191985237864996,20984279.685626145,603519.6943878509,0,0,1,1034,0,
5460,618445.7263213529,24710806.32504298,1.1828465125840908,21560142.93749447,618445.7263213529,0,0,1,1020,0,
5520,596251.5251569048,25307057.850199886,0.8022836517801573,22127512.25118729,596251.5251569048,0,0,1,1000,0,
5580,615398.6681561226,25922456.518356007,1.1134620930461558,22702826.28399375,615398.6681561226,0,0,1,953,0,
5640,596805.6810860265,26519262.199442033,1.1281943647701929,23259016.96794805,596805.6810860265,0,0,1,927,0,
5700,576994.9333990345,27096257.132841066,1.1544718323304033,23794450.915383186,576994.9333990345,0,0,1,915,0,
5760,583082.127145825,27679339.259986892,1.0962013647332784,24338069.79339861,583082.127145825,0,0,1,892,0,
5820,582650.8107368436,28261990.070723735,1.1236559603489917,24880268.98956289,582650.8107368436,0,0,1,869,0,
5880,548979.37596233,28810969.446686067,1.0074713134092008,25392979.398242492,548979.37596233,0,0,1,847,0,
5940,538008.2263634392,29348977.673049506,1.0245431459113516,25894104.071353123,538008.2263634392,0,0,1,845,0,
6000,526526.0161037676,29875503.689153273,0.97043627187526,26385694.38166938,526526.0161037676,0,0,1,813,0,
6060,486566.26198059064,30362069.951133862,0.8224493190082962,26842652.46816567,486566.26198059064,0,0,1,772,0,
6120,481265.7672384365,30843335.7183723,1.148004062070656,27282590.089169566,481265.7672384365,0,0,1,789,0,
6180,498339.22413148335,31341674.942503784,1.0279997335505522,27743921.32289323,498339.22413148335,0,0,1,762,0,
6240,480084.39748095965,31821759.339984745,0.8799357680708573,28192328.03272364,480084.39748095965,0,0,1,757,0,
6300,483045.42880746315,32304804.76879221,1.0018881869715452,28639305.486800127,483045.42880746315,0,0,1,757,0,
6360,494791.8978824288,32799596.666674636,0.9939700448910936,29098314.463066474,494791.8978824288,0,0,1,732,0,
6420,469523.7827479372,33269120.44942257,0.9427159858179823,29533900.470324963,469523.7827479372,0,0,1,690,0,
6480,447698.3603027322,33716818.80972531,0.938431167607262,29947815.308593832,447698.3603027322,0,0,1,663,0,
6540,439699.7686638067,34156518.578389116,1.0153915182951376,30350960.982599013,439699.7686638067,0,0,1,642,0,
6600,440630.65364261525,34597149.23203173,1.049395781119002,30753813.38812134,440630.65364261525,0,0,1,641,0,
6660,443465.13242503844,35040614.36445677,1.0449809859130903,31159659.20505351,443465.13242503844,0,0,1,639,0,
6720,426159.32886430254,35466773.69332108,0.9832587200398898,31550421.219996374,426159.32886430254,0,0,1,596,0,
6780,388517.2301019347,35855290.923423015,0.8111899936335369,31909735.6103275,388517.2301019347,0,0,1,562,0,
6840,370528.4942095269,36225819.41763254,0.8918420125108096,32248157.79208664,370528.4942095269,0,0,1,567,0,
6900,372426.60981630936,36598246.027448855,0.8708845035754331,32589232.55977423,372426.60981630936,0,0,1,549,0,
6960,360187.38813058136,36958433.41557944,1.0337843483113764,32912203.711365603,360187.38813058136,0,0,1,560,0,
7020,357458.48726537876,37315891.90284482,1.1444035443413298,33228463.671034694,357458.48726537876,0,0,1,513,0,
7080,358605.5660853867,37674497.4689302,1.1193755762309703,33546771.71637576,358605.5660853867,0,0,1,509,0,
7140,337753.5215271976,38012250.9904574,1.1188390250541984,33844247.03300101,337753.5215271976,0,0,1,499,0,
7200,320976.143888021,38333227.13434542,1.1265749482242764,34124666.478752956,320976.143888021,0,0,1,499,0,
7260,315227.38896965195,38648454.52331507,0.9021176160349224,34407417.633545354,315227.38896965195,0,0,1,486,0,
7320,303089.5385973187,38951544.06191239,1.1366979329096383,34669586.046557926,303089.5385973187,0,0,1,487,0,
7380,294091.72333793965,39245635.78525033,1.069245410175483,34925184.935129546,294091.72333793965,0,0,1,485,0,
7440,285609.5102191732,39531245.2954695,0.8332936551215592,35180795.87376434,285609.5102191732,0,0,1,449,0,
7500,285567.6452780784,39816812.94074758,0.8066762520462238,35437323.17396876,285567.6452780784,0,0,1,455,0,
7560,283113.53581456124,40099926.47656214,0.805823989969925,35691427.0461444,283113.53581456124,0,0,1,469,0,
7620,288739.1608321552,40388665.637394294,1.1022347101008791,35940485.757412925,288739.1608321552,0,0,1,470,0,
7680,295208.24124488863,40683873.878639184,0.8998236902613691,36203300.34580841,295208.24124488863,0,0,1,468,0,
7740,292482.32742337364,40976356.206062555,0.8437954509177438,36465406.03699874,292482.32742337364,0,0,1,463,0,
7800,289892.9276741631,41266249.133736715,1.0499208336609904,36717501.81466111,289892.9276741631,0,0,1,462,0,
7860,289193.93993346253,41555443.07367018,0.9377691456385979,36972936.06535158,289193.93993346253,0,0,1,455,0,
7920,287033.9600445645,41842477.03371474,0.8278061514123389,37230169.0039453,287033.9600445645,0,0,1,463,0,
7980,281462.767624303,42123939.801339045,0.863850209877539,37480533.16401401,281462.767624303,0,0,1,465,0,
8040,278687.62327026424,42402627.42460931,1.010952159619205,37722826.50953799,278687.62327026424,0,0,1,433,0,
8100,262595.9127828453,42665223.33739216,0.8672579784889713,37954201.13509523,262595.9127828453,0,0,1,443,0,
8160,255523.3513962336,42920746.68878839,0.9091657747274721,38176994.518601276,255523.3513962336,0,0,1,443,0,
8220,252268.98165380876,43173015.6704422,1.0846359708741091,38390216.605303615,252268.98165380876,0,0,1,430,0,
8280,236563.7617754281,43409579.43221763,0.9818806520182656,38591432.66360638,236563.7617754281,0,0,1,426,0,
8340,233353.76730660864,43642933.19952424,0.9288007065549304,38791349.60547701,233353.76730660864,0,0,1,432,0,
8400,220163.90959858964,43863097.10912283,0.9895084056681116,38975891.21247155,220163.90959858964,0,0,1,424,0,
8460,205105.9525357766,44068203.061658606,0.8094538310527949,39151856.82708943,205105.9525357766,0,0,1,435,0,
8520,189001.6268281287,44257204.68848673,0.9546228419045879,39306492.03160899,189001.6268281287,0,0,1,436,0,
8580,182460.43726606944,44439665.1257528,0.9683674716836304,39454091.23989445,182460.43726606944,0,0,1,447,0,
8640,183215.47961327565,44622880.60536607,0.8752157219005252,39605798.95351931,183215.47961327565,0,0,1,450,0,
8700,171439.14791769718,44794319.75328377,0.8435046769781653,39746871.93306579,171439.14791769718,0,0,1,447,0,
8760,179860.66626884087,44974180.41955261,1.159927400142408,39884975.2129295,179860.66626884087,0,0,1,456,0,
8820,177694.4772893553,45151874.896841966,1.0040463923714706,40026524.020093486,177694.4772893553,0,0,1,461,0,
8880,179012.05419275403,45330886.95103472,0.8836363970207081,40173725.16399349,179012.05419275403,0,0,1,475,0,
8940,189043.9848836497,45519930.93591837,1.0422594560136065,40325247.80846065,189043.9848836497,0,0,1,472,0,
9000,195652.63518700338,45715583.57110537,1.1268158673511548,40480335.07242301,195652.63518700338,0,0,1,477,0,
9060,193442.40226183762,45909025.97336721,0.808327243403715,40644677.69392232,193442.40226183762,0,0,1,468,0,
9120,196771.44163115034,46105797.41499836,0.8071458083311182,40812391.886453554,196771.44163115034,0,0,1,458,0,
9180,199451.55932238788,46305248.97432075,0.8585846961597384,40980934.39671419,199451.55932238788,0,0,1,446,0,
9240,196802.15906544836,46502051.133386195,1.0875341891047159,41138585.32497187,196802.15906544836,0,0,1,429,0,
9300,183954.3466715948,46686005.48005779,0.864091037051882,41291432.394309595,183954.3466715948,0,0,1,406,0,
9360,173721.6242345797,46859727.10429237,1.081842251140801,41426207.697503105,173721.6242345797,0,0,1,395,0,
9420,178641.72735759642,47038368.83164997,1.071270318110779,41566283.69340871,178641.72735759642,0,0,1,386,0,
9480,173788.21621997407,47212157.04786994,1.0178808654315619,41703428.198473155,173788.21621997407,0,0,1,369,0,
9540,160625.6101791764,47372782.65804912,0.8882398992090706,41832077.17228081,160625.6101791764,0,0,1,362,0,
9600,155734.7692308882,47528517.42728001,1.1902378071271533,41944963.38045512,155734.7692308882,0,0,1,333,0,
9660,155738.87648819323,47684256.3037682,1.1191243430824604,42060413.780592345,155738.87648819323,0,0,1,330,0,
9720,151759.55588928395,47836015.85965749,1.0066398067797573,42175934.30343756,151759.55588928395,0,0,1,312,0,
9780,149762.83234053274,47985778.69199802,0.8892783120986684,42293683.11654254,149762.83234053274,0,0,1,311,0,
9840,147901.63124891047,48133680.32324693,1.0594025672397025,42403446.255370826,147901.63124891047,0,0,1,278,0,
9900,131177.1465803822,48264857.46982732,0.9579592039433198,42500136.870609246,131177.1465803822,0,0,1,256,0,
9960,117311.75510344641,48382169.22493076,1.0303383851152226,42580356.44384854,117311.75510344641,0,0,1,240,0,
10020,104955.86227313594,48487125.0872039,0.9284983237380501,42651886.36646711,104955.86227313594,0,0,1,230,0,
10080,95966.5436391839,48583091.63084308,1.0523791445085386,42709967.260903984,95966.5436391839,0,0,1,224,0,
10140,100164.3918286411,48683256.02267172,0.8235140464825965,42780485.147059254,100164.3918286411,0,0,1,220,0,
10200,93447.28213755197,48776703.30480927,0.9194423798492053,42840832.50352223,93447.28213755197,0,0,1,211,0,
10260,91264.8482071833,48867968.153016455,1.1871613240603556,42889359.54406324,91264.8482071833,0,0,1,197,0,
10320,84970.41357804918,48952938.566594504,1.1502136976940638,42932922.2645243,84970.41357804918,0,0,1,167,0,
10380,51722.38796239136,49004660.9545569,0.9225546481332983,42951432.6851539,51722.38796239136,0,0,1,105,0,
10440,32328.392845692255,49036989.34740259,1.1434057625426237,42942598.470548056,32328.392845692255,0,0,1,52,0,
10500,18546.901165358824,49055536.248567946,0.9241454509412537,42927876.13547953,18546.901165358824,0,0,1,38,0,
10560,19177.254051116597,49074713.502619065,1.175715372854113,42904727.63610791,19177.254051116597,0,0,1,23,0,
10620,9013.384287333918,49083726.8869064,1.0975368474668485,42874229.69388644,9013.384287333918,0,0,1,19,0,
10680,6811.49118443769,49090538.378090836,0.9664689051060102,42846248.30448706,6811.49118443769,0,0,1,2,0,
10740,136.95708027121,49090675.33517111,0.9009432409119341,42813951.3048945,136.95708027121,0,0,1,2,0,
10800,146.95728161219992,49090822.29245272,0.8033921049854675,42785176.14639664,146.95728161219992,0,0,1,2,0,
VEHICLES,
id, vType, NOx_total_veh, n_packages, step_ini, step_fin, total_time(sec),average_package,enter_cz,
veh0,gasolineEuroSix,691.7113217190816,5,2,1389,1387,277.4,False,
veh1,highEmissions,951.9137938783897,19,5,1580,1575,82.89473684210526,False,
veh2,hovGasolinaEuroSix,4316.815530549842,3,8,1582,1574,524.6666666666666,False,
veh3,highEmissions,1268.3944750937846,9,11,1583,1572,174.66666666666666,False,
veh4,eVehicle,0.0,4,16,1437,1421,355.25,False,
veh5,eVehicle,0.0,16,20,1804,1784,111.5,False,
veh6,highEmissions,910.6430955599998,15,23,1449,1426,95.06666666666666,False,
veh7,highEmissions,989.1153544777248,16,26,1691,1665,104.0625,False,
veh8,normalVehicle,1123.8437675202922,13,33,1602,1569,120.6923076923077,False,
veh9,normalVehicle,1185.9247862658021,7,36,1757,1721,245.85714285714286,False,
veh10,normalVehicle,1472.935898416969,4,48,1759,1711,427.75,False,
veh11,eVehicle,0.0,16,52,1805,1753,109.5625,False,
veh12,hovGasolinaEuroSix,4366.420596908684,1,62,1692,1630,1630.0,False,
veh13,highEmissions,1337.4105088697906,13,65,1694,1629,125.3076923076923,False,
veh14,dieselEuroSix,5495.547754845009,14,72,1603,1531,109.35714285714286,False,
veh15,dieselEuroSix,4804.624745674054,20,74,1663,1589,79.45,False,
veh16,gasolineEuroSix,705.1120075432742,1,80,1762,1682,1682.0,False,
veh18,normalVehicle,1462.6885485016874,9,83,1761,1678,186.44444444444446,False,
veh17,hovGasolinaEuroSix,4323.042896350916,15,83,1763,1680,112.0,False,
veh19,eVehicle,0.0,8,85,1382,1297,162.125,False,
veh20,gasolineEuroSix,927.4366972380617,19,86,1762,1676,88.21052631578948,False,
veh21,normalVehicle,1766.389058730273,4,89,1764,1675,418.75,False,
veh22,normalVehicle,1087.8630075450724,11,92,1597,1505,136.8181818181818,False,
veh23,eVehicle,0.0,1,95,1752,1657,1657.0,False,
veh24,eVehicle,0.0,1,108,1903,1795,1795.0,False,
veh25,eVehicle,0.0,1,109,1798,1689,1689.0,False,
veh27,truck,168036.36897852112,1,112,1766,1654,1654.0,False,
veh26,truck,147873.22116995725,18,112,1800,1688,93.77777777777777,False,
veh28,normalVehicle,1618.443188646844,13,118,1802,1684,129.53846153846155,False,
veh29,eVehicle,0.0,7,125,1765,1640,234.28571428571428,False,
veh30,normalVehicle,1566.141201196863,14,135,1767,1632,116.57142857142857,False,
veh31,highEmissions,1406.478696049006,1,136,1803,1667,1667.0,False,
veh32,gasolineEuroSix,685.0160495372883,17,148,1611,1463,86.05882352941177,False,
veh33,gasolineEuroSix,926.5876381940145,8,151,1768,1617,202.125,False,
veh34,truck,151909.8059754678,15,153,1905,1752,116.8,False,
veh35,gasolineEuroSix,942.5026569161738,16,154,1805,1651,103.1875,False,
veh36,dieselEuroSix,6872.782484844575,18,157,1906,1749,97.16666666666667,False,
veh37,truck,132094.2956017298,8,157,1665,1508,188.5,False,
veh38,eVehicle,0.0,12,160,1754,1594,132.83333333333334,False,
veh39,hovGasolinaEuroSix,3468.561032370478,8,163,1800,1637,204.625,False,
veh40,hovGasolinaEuroSix,4983.2765174664855,8,164,1768,1604,200.5,False,
veh41,truck,171028.763159309,15,172,1908,1736,115.73333333333333,False,
veh42,normalVehicle,1671.7455287019418,10,175,1769,1594,159.4,False,
veh43,truck,164576.03895403154,1,182,1771,1589,1589.0,False,
veh44,eVehicle,0.0,14,183,1770,1587,113.35714285714286,False,
veh45,normalVehicle,1751.8959699153793,18,186,1807,1621,90.05555555555556,False,
veh46,gasolineEuroSix,737.4634724741894,4,191,1705,1514,378.5,False,
veh47,truck,119741.97567152874,6,193,1736,1543,257.1666666666667,False,
veh48,eVehicle,0.0,10,194,1878,1684,168.4,False,
veh49,hovGasolinaEuroSix,3526.449759142921,4,197,1933,1736,434.0,False,
veh50,highEmissions,1028.105833211371,11,202,1931,1729,157.1818181818182,False,
veh51,gasolineEuroSix,673.7631245038447,17,203,1459,1256,73.88235294117646,False,
veh52,gasolineEuroSix,872.7776152642177,14,209,1933,1724,123.14285714285714,False,
veh53,normalVehicle,1585.6156359754088,17,210,1772,1562,91.88235294117646,False,
veh54,eVehicle,0.0,7,213,1910,1697,242.42857142857142,False,
veh55,highEmissions,1423.576968472046,10,216,1912,1696,169.6,False,
veh56,eVehicle,0.0,10,216,1912,1696,169.6,False,
veh57,hovGasolinaEuroSix,4144.89358767202,19,228,1738,1510,79.47368421052632,False,
veh58,gasolineEuroSix,856.2110468721694,16,230,1773,1543,96.4375,False,
veh59,normalVehicle,1592.2684737532115,17,233,1935,1702,100.11764705882354,False,
veh60,truck,150767.5279738131,13,237,1913,1676,128.92307692307693,False,
veh61,dieselEuroSix,5161.249022036729,19,239,1597,1358,71.47368421052632,False,
veh62,eVehicle,0.0,2,242,1915,1673,836.5,False,
veh63,hovGasolinaEuroSix,3663.0147149299414,16,245,1740,1495,93.4375,False,
veh64,normalVehicle,1137.8589892383113,8,249,1825,1576,197.0,False,
veh65,eVehicle,0.0,13,264,1937,1673,128.69230769230768,False,
veh66,normalVehicle,1136.174493382421,14,269,1897,1628,116.28571428571429,False,
veh67,gasolineEuroSix,766.4760862554742,6,270,1934,1664,277.3333333333333,False,
veh68,normalVehicle,1429.005462944398,12,271,1938,1667,138.91666666666666,False,
veh69,dieselEuroSix,7193.215507180235,18,272,1913,1641,91.16666666666667,False,
veh70,normalVehicle,1588.3591953528132,12,275,1915,1640,136.66666666666666,False,
veh71,hovGasolinaEuroSix,4622.795612085863,3,276,1917,1641,547.0,False,
veh72,dieselEuroSix,4976.816798661605,15,279,1846,1567,104.46666666666667,False,
veh73,truck,142140.97593504388,17,282,1899,1617,95.11764705882354,False,
veh74,gasolineEuroSix,756.5454813975854,4,284,1848,1564,391.0,False,
veh75,dieselEuroSix,6649.193894478066,6,287,1936,1649,274.8333333333333,False,
veh76,normalVehicle,1587.5063190790836,17,290,1917,1627,95.70588235294117,False,
veh77,normalVehicle,1631.6607633432259,13,292,1938,1646,126.61538461538461,False,
veh78,dieselEuroSix,6874.771764528848,12,296,1919,1623,135.25,False,
veh79,gasolineEuroSix,961.8625150729664,16,301,1940,1639,102.4375,False,
veh80,hovGasolinaEuroSix,4260.012668943992,1,303,1809,1506,1506.0,False,
veh81,normalVehicle,1370.8928357062648,16,308,1850,1542,96.375,False,
veh82,gasolineEuroSix,840.5202821472747,2,311,1851,1540,770.0,False,
veh83,hovGasolinaEuroSix,3671.140726087878,10,314,1853,1539,153.9,False,
veh84,eVehicle,0.0,20,316,1941,1625,81.25,False,
veh85,normalVehicle,1120.0359084501783,19,317,1827,1510,79.47368421052632,False,
veh87,eVehicle,0.0,19,319,1943,1624,85.47368421052632,False,
veh86,highEmissions,1037.5840744764823,13,320,1829,1509,116.07692307692308,False,
veh88,normalVehicle,1377.692565196557,6,321,1901,1580,263.3333333333333,False,
