RREP
PARAMETERS,
window_size, threshold_L, threshold_H, p_t_ini, e_ini, size_ratio, subs_NOx, min_packages, max_packages,
60,80000,100000,100000,4000,4,9000,1,20,
ALL SIMULATION RESULTS,
total_steps(sec), minutes, avg_time_per_package (sec), p_t_total_all_steps, e_t_total_all_steps, p_t_control_zone_all_steps,  e_t_control_zone_all_steps, avg_k_all_steps, veh_enter_cz_all_steps, not_veh_enter_cz_all_steps, avg_total_time_all_steps
5454,91.0,1534.1831262721976,524715842.6993129,13683252.624913443,12472573.480457481,594724.4058725267,0.365371582040971,358,668,1522.93567251462
WINDOWS,
step, NOx_total_w, NOx_total_acum, lambda, p_t_total, e_t_total, p_t_control_zone, e_t_control_zone, k_control_zone, num_veh_total, num_vehicles_control_zone,  
0,0,0,0.8,100000,0,100000,0,1,0,0,
60,457.5817688158486,457.5817688158486,0.8537456976449606,85265.15488478143,457.5817688158486,96316.28872119535,0,0.0,12,0,
120,3952.313507848202,4409.8952766640505,1.138973494774893,60262.10907288528,3952.313507848202,90065.52726822131,0,0.18418556394023253,29,0,
180,18240.404736137072,22650.300012801123,1.1055098475906455,38704.15929575911,18240.404736137072,84115.93863990551,0,0.4967236365889345,43,0,
240,32700.500291931075,55350.8003047322,0.9020276102957687,38931.66561704251,32700.500291931075,79997.69014724359,0,0.7942030680047246,62,0,
300,39130.02260328601,94480.8229080182,0.9981740348367764,42127.42296620457,39130.02260328601,75014.1238337126,0,1,80,0,
360,48939.10907606929,143419.9319840875,0.9797964259154952,55793.86070931603,48939.10907606929,70195.95600047315,0,1,100,0,
420,62248.42907276127,205668.36105684878,1.060637189089105,79859.35097486952,62248.42907276127,64650.2212986712,42.70716940697422,1,116,3,
480,72715.07090000618,278383.43195685494,1.1154893404542052,112416.80561852432,72715.07090000618,58610.81723458335,330.42494182274294,1,134,10,
540,76957.90069108966,355341.33264794457,0.837543834709694,159223.128260065,76957.90069108966,55222.0647825957,4149.142060399592,1,145,25,
600,77994.47694184416,433335.8095897887,0.8113389906088025,208009.40153999225,77994.47694184416,64490.73493344839,16570.721066331917,1,159,47,
660,82414.98957028113,515750.79916006984,1.1343060415679478,249589.37361382725,82414.98957028113,89682.08838481875,35400.10782548189,1,177,57,
720,85849.53483347637,601600.3339935462,0.9731068271620213,300407.06266947085,85849.53483347637,121466.98669550731,40542.85975514676,0.5158955807590624,199,86,
780,104515.01684641669,706115.350839963,1.1049120329831768,365145.2463284932,104515.01684641669,161379.90394229462,49857.125543635884,0,213,95,
840,106248.477259528,812363.828099491,0.8008424213404444,442563.3964197652,106248.477259528,203016.62365015323,48844.30149992261,0,230,96,
900,122859.62546904743,935223.4535685384,0.9781548776219205,530209.4462944235,122859.62546904743,248171.61181855196,53958.382066996004,0,248,95,
960,124337.0873067964,1059560.5408753348,1.088616012936313,615356.3571355127,124337.0873067964,287689.21589913534,49315.148197010196,0,266,93,
1020,134657.6199362535,1194218.1608115882,0.8915048885081811,717919.8010854718,134657.6199362535,317909.73112087196,38244.059218310314,0,284,87,
1080,147167.8622006244,1341386.0230122125,1.1781082782215688,822675.7652701198,147167.8622006244,332351.9250159925,25045.168399114642,0,300,70,
1140,156431.3938612537,1497817.4168734662,1.1605709830445934,937326.6037417682,156431.3938612537,335103.86350606784,13197.077337476709,0,314,63,
1200,175109.7279227867,1672927.144796253,0.8122359932134214,1083195.8359088716,175109.7279227867,328943.5836389929,1149.8440718458605,0,329,41,
1260,184129.60677558382,1857056.7515718369,0.8101783443973843,1238159.0222861494,184129.60677558382,321651.97853941645,0.0,0,351,23,
1320,198423.80827255466,2055480.5598443914,1.0165649891173987,1399986.4909504778,198423.80827255466,312502.89363735984,0.0,0,364,23,
1380,216072.84037502014,2271553.4002194116,1.1756596651114042,1573735.5833814873,216072.84037502014,301921.9566513572,0.0,0,376,24,
1440,224962.05364055053,2496515.453859962,0.952481695075285,1764408.2959993274,224962.05364055053,293349.6213956796,0.0,0,386,25,
