vType;em_means
eVehicle;0.0
gasolineEuroSix;0.005728272194554214
highEmissions;0.013965731413410362
normalVehicle;0.023708419291986853
hovDieselEuroSix;0.05387270393992061
dieselEuroSix;0.09653981359896532
truck;1.0
