vType;em_means
eVehicle;0.18181818181818182
gasolineEuroSix;0.36363636363636365
highEmissions;0.4545454545454546
normalVehicle;0.6363636363636365
hovDieselEuroSix;0.8181818181818183
dieselEuroSix;1.0000000000000002
